run,t_stat,p_value,cohens_d,fixed_mean_ns,varied_mean_ns,fixed_std_ns,varied_std_ns,significant,negligible
1752,-0.502161,0.61556007,-0.007102,294878.82,294893.90,1753.90,2438.42,no,yes
1753,-0.946291,0.34401307,-0.013383,295050.94,295076.27,1507.93,2210.94,no,yes
1754,-0.646989,0.51764690,-0.009150,295052.67,295068.06,1448.11,1888.76,no,yes
1755,0.396251,0.69192436,0.005604,295063.03,295042.72,4257.36,2856.70,no,yes
1756,-1.412718,0.15775604,-0.019979,294952.47,294974.64,901.47,1284.09,no,yes
1757,-0.382491,0.70210138,-0.005409,295259.83,295271.82,1878.20,2510.52,no,yes
1758,-0.788598,0.43035684,-0.011152,294760.25,294771.39,896.66,1092.35,no,yes
1759,-0.109722,0.91263079,-0.001552,294908.66,294910.27,981.11,1088.77,no,yes
1760,-0.639770,0.52232936,-0.009048,295170.08,295184.55,1520.00,1674.36,no,yes
1761,1.211921,0.22555912,0.017139,295071.80,295033.60,2615.01,1759.47,no,yes
1762,-0.146920,0.88319644,-0.002078,295157.53,295171.05,6248.05,6756.65,no,yes
1763,-0.790316,0.42935280,-0.011177,294977.21,294988.29,946.00,1035.74,no,yes
1764,1.261245,0.20723599,0.017837,294858.99,294833.23,1581.21,1293.33,no,yes
1765,-0.758388,0.44822756,-0.010725,294717.67,294727.92,955.99,956.36,no,yes
1766,-0.244418,0.80690981,-0.003457,295379.20,295390.66,3021.76,3584.17,no,yes
1767,0.244018,0.80721945,0.003451,295113.78,295107.40,1775.24,1918.27,no,yes
1768,0.672604,0.50120712,0.009512,294854.64,294843.66,1210.00,1095.67,no,yes
1769,-0.067547,0.94614654,-0.000955,295150.02,295151.52,1591.42,1562.76,no,yes
1770,-0.601618,0.54743536,-0.008508,294785.52,294806.01,2317.04,2497.43,no,yes
1771,-0.388590,0.69758341,-0.005495,294778.13,294787.65,1618.45,1838.21,no,yes
1772,-0.687414,0.49183252,-0.009721,294781.81,294799.27,1205.29,2235.85,no,yes
1773,-0.335205,0.73747389,-0.004741,295008.71,295019.51,2053.21,2481.36,no,yes
1774,-0.349121,0.72700229,-0.004937,294969.30,294982.90,2545.74,2951.15,no,yes
1775,-0.521112,0.60229464,-0.007370,295383.24,295455.43,8444.78,10981.94,no,yes
1776,-0.734471,0.46267014,-0.010387,294981.75,295000.55,1777.49,1841.64,no,yes
1777,0.590392,0.55493473,0.008349,294952.35,294939.61,1607.03,1440.30,no,yes
1778,0.537064,0.59122918,0.007595,294758.23,294746.33,1633.17,1498.61,no,yes
1779,-0.334005,0.73837917,-0.004724,294907.42,294918.27,2163.44,2424.74,no,yes
1780,0.266421,0.78991790,0.003768,295118.03,295111.25,2067.30,1482.47,no,yes
1781,0.229066,0.81881979,0.003239,294929.98,294922.73,2409.53,2056.44,no,yes
1782,-0.148668,0.88181702,-0.002102,295063.18,295065.44,971.36,1169.08,no,yes
1783,0.305522,0.75997224,0.004321,295130.47,295112.78,4556.66,3574.63,no,yes
1784,-0.293661,0.76902070,-0.004153,294971.23,294977.05,992.15,1715.14,no,yes
1785,-0.522837,0.60109363,-0.007394,295064.17,295072.82,1064.12,1264.81,no,yes
1786,0.101884,0.91884971,0.001441,294881.65,294876.62,3432.59,3547.44,no,yes
1787,0.679261,0.49698216,0.009606,294969.34,294930.76,4886.19,2893.95,no,yes
1788,0.943898,0.34523391,0.013349,296286.72,296272.64,1161.81,934.82,no,yes
1789,0.070884,0.94349062,0.001002,295321.64,295320.64,1001.84,1005.63,no,yes
1790,-0.402526,0.68730140,-0.005693,294909.34,294918.59,1547.44,1696.79,no,yes
1791,-0.155589,0.87635860,-0.002200,294864.93,294870.99,2859.80,2648.90,no,yes
1792,0.553241,0.58010555,0.007824,294815.41,294796.52,1824.40,2886.49,no,yes
1793,-0.097145,0.92261205,-0.001374,294779.76,294782.84,2347.64,2134.88,no,yes
1794,0.389504,0.69690798,0.005508,295028.78,295019.56,1802.80,1533.92,no,yes
1795,-0.141142,0.88775945,-0.001996,307518.98,307523.53,2410.09,2134.78,no,yes
1796,0.280247,0.77929180,0.003963,295072.48,295066.03,1968.36,1192.48,no,yes
1797,-0.280954,0.77874870,-0.003973,295063.34,295072.56,2171.98,2462.01,no,yes
1798,-1.238590,0.21551272,-0.017516,295509.01,295524.97,808.00,1003.81,no,yes
1799,-0.521325,0.60214643,-0.007373,295031.99,295044.20,1867.80,1411.29,no,yes
1800,-0.155924,0.87609428,-0.002205,295078.64,295092.64,6257.01,6439.32,no,yes
1801,-0.319065,0.74968081,-0.004512,294858.65,294863.21,1013.44,1006.74,no,yes
1802,-0.387158,0.69864345,-0.005475,295063.35,295089.22,4402.78,5025.85,no,yes
1803,-0.575597,0.56489502,-0.008140,294934.02,294949.31,1405.92,2254.58,no,yes
1804,0.324936,0.74523341,0.004595,295097.83,295088.66,2279.46,1664.92,no,yes
1805,0.012152,0.99030410,0.000172,295081.93,295081.77,1003.73,892.19,no,yes
1806,0.259062,0.79559021,0.003664,294787.57,294778.65,2640.92,2206.08,no,yes
1807,-0.324834,0.74531055,-0.004594,295130.14,295140.62,2091.21,2457.53,no,yes
1808,0.491977,0.62274143,0.006958,294773.98,294764.96,1374.81,1211.76,no,yes
1809,-0.068701,0.94522834,-0.000972,295080.91,295082.62,1229.90,2165.95,no,yes
1810,0.576592,0.56422311,0.008154,294814.47,294805.31,1364.57,812.39,no,yes
1811,0.899506,0.36839595,0.012721,294928.49,294911.54,1599.69,996.62,no,yes
1812,-0.191100,0.84844948,-0.002703,294879.42,294883.66,1517.62,1615.01,no,yes
1813,-0.941651,0.34638301,-0.013317,294932.05,294943.98,826.66,959.63,no,yes
1814,-0.603381,0.54626459,-0.008533,294853.64,294868.00,1099.76,2110.70,no,yes
1815,-0.646916,0.51769498,-0.009149,294893.14,294915.84,1843.56,2984.41,no,yes
1816,-1.614388,0.10646003,-0.022831,294840.91,294886.26,1733.11,2210.68,no,yes
1817,-0.346457,0.72900298,-0.004900,295277.32,295285.01,1567.36,1571.15,no,yes
1818,1.031576,0.30228765,0.014589,294889.16,294863.64,2209.91,1110.95,no,yes
1819,-0.464010,0.64264538,-0.006562,294725.46,294731.45,955.35,867.53,no,yes
1820,1.089098,0.27612384,0.015402,295061.84,295046.26,1045.59,975.50,no,yes
1821,0.057904,0.95382584,0.000819,301085.43,301079.18,7834.27,7408.35,no,yes
1822,0.362307,0.71712614,0.005124,300677.80,300672.38,1109.54,1004.20,no,yes
1823,0.220527,0.82546320,0.003119,294873.21,294869.94,1017.34,1077.40,no,yes
1824,0.322811,0.74684182,0.004565,294917.78,294906.13,2799.64,2277.84,no,yes
1825,-0.310960,0.75583413,-0.004398,295140.76,295157.04,3335.82,4033.84,no,yes
1826,0.250619,0.80211222,0.003544,295732.89,295726.48,2236.89,1241.56,no,yes
1827,-0.147542,0.88270572,-0.002087,295074.42,295078.30,1926.65,1785.79,no,yes
1828,0.476165,0.63396256,0.006734,295119.08,295108.33,1427.20,1748.92,no,yes
1829,0.599308,0.54897459,0.008475,295042.01,295030.23,1468.29,1306.59,no,yes
1830,-0.077995,0.93783264,-0.001103,294857.14,294861.49,4173.63,3707.28,no,yes
1831,0.443887,0.65712926,0.006278,363927.89,363915.13,2141.29,1916.52,no,yes
1832,0.033027,0.97365333,0.000467,294931.93,294931.13,1684.76,1722.21,no,yes
1833,-0.267188,0.78932696,-0.003779,295003.62,295008.39,1162.67,1354.65,no,yes
1834,0.446982,0.65489315,0.006321,294944.64,294938.80,960.50,885.52,no,yes
1835,-0.125618,0.90003578,-0.001777,295166.15,295170.17,2168.46,2359.02,no,yes
1836,-0.441370,0.65895023,-0.006242,295057.97,295068.80,1713.87,1754.52,no,yes
1837,-0.251593,0.80135793,-0.003558,295169.14,295183.06,3857.46,3965.87,no,yes
1838,-0.001966,0.99843133,-0.000028,302936.92,302938.12,43258.05,43268.11,no,yes
1839,0.603325,0.54629979,0.008532,294799.22,294790.49,1101.26,937.46,no,yes
1840,-0.820869,0.41173052,-0.011609,363893.00,363919.19,2240.83,2271.44,no,yes
1841,0.232982,0.81577772,0.003295,295317.53,295311.14,1965.82,1915.90,no,yes
1842,0.548339,0.58346499,0.007755,294867.96,294851.10,2086.35,2257.55,no,yes
1843,0.079081,0.93696916,0.001118,294778.31,294777.03,1206.28,1083.02,no,yes
1844,1.260573,0.20747783,0.017827,294786.42,294769.28,1037.83,878.67,no,yes
1845,0.564088,0.57270037,0.007977,295054.71,295045.75,1070.13,1174.08,no,yes
1846,0.195440,0.84505027,0.002764,295249.66,295240.46,3672.13,2951.60,no,yes
1847,0.776472,0.43747978,0.010981,294946.32,294934.87,1148.71,924.44,no,yes
1848,0.048646,0.96120185,0.000688,294969.80,294967.06,3976.04,4006.93,no,yes
1849,-0.121976,0.90291903,-0.001725,295023.74,295025.39,964.19,950.65,no,yes
1850,0.019333,0.98457541,0.000273,294893.50,294893.03,1574.70,1846.67,no,yes
1851,-0.572343,0.56709596,-0.008094,294883.78,294901.95,2163.73,2321.26,no,yes
1852,-1.070891,0.28423150,-0.015145,295467.10,295480.18,840.62,885.02,no,yes
1853,0.712361,0.47624945,0.010074,294949.74,294938.84,1083.14,1080.64,no,yes
1854,-1.220018,0.22247289,-0.017254,295237.01,295258.22,1112.53,1336.38,no,yes
1855,1.285265,0.19871513,0.018176,295105.91,295090.02,943.61,798.55,no,yes
1856,-0.119097,0.90519944,-0.001684,294863.04,294864.68,1013.78,930.16,no,yes
1857,-0.707311,0.47938208,-0.010003,294806.31,294825.60,1696.53,2135.03,no,yes
1858,-0.608211,0.54305454,-0.008601,295190.33,295217.92,2894.69,3492.21,no,yes
1859,-0.480346,0.63098668,-0.006793,294759.48,294771.18,1807.87,1631.30,no,yes
1860,0.389894,0.69661896,0.005514,294951.66,294945.13,1234.76,1130.69,no,yes
1861,0.510266,0.60987108,0.007216,294892.36,294885.36,1054.52,876.38,no,yes
1862,0.084445,0.93270336,0.001194,295104.48,295101.79,2224.15,2275.68,no,yes
1863,0.053292,0.95749970,0.000754,295112.76,295111.40,1911.43,1673.53,no,yes
1864,0.702429,0.48241993,0.009934,295010.28,295000.06,1040.65,1017.90,no,yes
1865,-0.468524,0.63941540,-0.006626,294823.49,294829.44,815.70,974.71,no,yes
1866,-0.564950,0.57211419,-0.007990,295726.22,295734.21,931.73,1063.00,no,yes
1867,0.142295,0.88684901,0.002012,294759.05,294754.52,2709.76,1672.30,no,yes
1868,0.200652,0.84097298,0.002838,295011.59,295006.15,2170.71,1623.90,no,yes
1869,-1.624981,0.10418301,-0.022981,294802.36,294824.52,860.85,1057.26,no,yes
1870,0.391614,0.69534752,0.005538,295145.09,295134.67,2058.43,1685.44,no,yes
1871,-1.850490,0.06425834,-0.026170,295099.43,295123.73,823.85,1022.80,no,yes
1872,-0.521258,0.60219355,-0.007372,295029.73,295043.97,1561.56,2241.88,no,yes
1873,0.256209,0.79779199,0.003623,295177.71,295173.38,1236.29,1151.09,no,yes
1874,0.210871,0.83299007,0.002982,295092.97,295090.27,900.70,913.97,no,yes
1875,-0.474902,0.63486225,-0.006716,295106.09,295116.33,1498.48,1551.01,no,yes
1876,1.823393,0.06826189,0.025787,301353.60,301314.24,1841.19,1126.87,no,yes
1877,-0.620425,0.53498513,-0.008774,294825.64,294844.18,1925.26,2284.79,no,yes
1878,-0.092190,0.92654826,-0.001304,295099.28,295100.60,976.74,1042.05,no,yes
1879,-0.225606,0.82151038,-0.003191,295001.39,295004.72,1035.49,1048.56,no,yes
1880,-0.360419,0.71853781,-0.005097,295368.34,295386.01,3303.61,3621.33,no,yes
1881,-0.008081,0.99355223,-0.000114,294853.99,294854.09,851.91,997.36,no,yes
1882,0.831155,0.40589626,0.011754,295138.91,295128.27,883.08,926.96,no,yes
1883,-0.334114,0.73829734,-0.004725,295016.08,295026.58,2256.38,2185.87,no,yes
1884,0.139191,0.88930085,0.001968,294972.37,294970.34,999.85,1067.08,no,yes
1885,-0.770900,0.44077535,-0.010902,295024.26,295039.21,1303.48,1435.84,no,yes
1886,-0.794682,0.42681052,-0.011238,295083.39,295109.29,1616.29,2830.47,no,yes
1887,1.253534,0.21003009,0.017728,295234.56,295200.01,2396.36,1361.71,no,yes
1888,-0.633623,0.52633449,-0.008961,295024.67,295032.88,876.27,955.95,no,yes
1889,-0.763422,0.44522076,-0.010796,295077.32,295088.40,945.63,1102.69,no,yes
1890,-0.512228,0.60849720,-0.007244,294910.16,294916.21,781.91,884.48,no,yes
1891,1.073391,0.28310861,0.015180,295005.70,294987.80,1239.84,1114.42,no,yes
1892,0.570232,0.56852695,0.008064,295030.63,295021.96,1093.98,1055.60,no,yes
1893,-0.695896,0.48650232,-0.009841,308948.88,308966.60,1761.43,1838.84,no,yes
1894,0.329745,0.74159601,0.004663,294807.41,294802.54,1077.72,1009.11,no,yes
1895,-1.109421,0.26726240,-0.015690,294876.11,294892.29,958.29,1099.86,no,yes
1896,1.134028,0.25679762,0.016038,301092.21,301074.35,1259.25,945.18,no,yes
1897,0.544636,0.58600996,0.007702,295274.02,295245.04,3949.13,3564.73,no,yes
1898,1.416870,0.15653792,0.020038,295141.72,295115.53,1485.23,1100.11,no,yes
1899,-0.218630,0.82694013,-0.003092,294853.77,294859.45,1856.09,1819.85,no,yes
1900,0.009953,0.99205865,0.000141,294913.10,294912.76,2661.33,2125.45,no,yes
1901,0.078261,0.93762125,0.001107,294933.10,294928.99,4124.68,3242.21,no,yes
1902,0.360058,0.71880789,0.005092,294817.34,294812.15,1101.84,931.19,no,yes
1903,-0.274530,0.78368065,-0.003882,295068.56,295075.30,1465.96,1971.44,no,yes
1904,1.012074,0.31151588,0.014313,295154.20,295138.57,1221.42,945.11,no,yes
1905,-0.330015,0.74139183,-0.004667,295031.15,295050.07,3676.02,4398.71,no,yes
1906,-0.933961,0.35033561,-0.013208,295038.08,295049.62,805.51,935.85,no,yes
1907,1.256893,0.20881604,0.017775,294984.94,294948.10,2763.32,978.99,no,yes
1908,-0.790670,0.42914722,-0.011182,294981.79,295006.07,1705.53,2552.46,no,yes
1909,0.458195,0.64681734,0.006480,295039.75,295033.25,1102.17,891.63,no,yes
1910,0.848852,0.39597386,0.012005,294958.10,294940.31,1447.67,1515.67,no,yes
1911,-0.014506,0.98842630,-0.000205,295118.53,295118.90,1785.50,1808.90,no,yes
1912,0.218329,0.82717478,0.003088,295149.73,295142.40,2410.08,2334.03,no,yes
1913,-0.104693,0.91662085,-0.001481,294858.99,294860.72,1198.26,1128.85,no,yes
1914,0.233048,0.81572684,0.003296,295058.34,295045.53,4050.99,3720.13,no,yes
1915,0.713858,0.47532339,0.010095,305222.59,305211.91,1164.56,940.81,no,yes
1916,-0.493259,0.62183471,-0.006976,294876.33,294883.05,923.13,1003.67,no,yes
1917,-0.130598,0.89609465,-0.001847,295028.88,295031.89,1587.03,1674.71,no,yes
1918,0.370762,0.71081841,0.005243,297938.87,297926.50,2462.35,2251.62,no,yes
1919,0.359447,0.71926513,0.005083,294885.72,294874.65,2440.76,1874.50,no,yes
1920,0.354655,0.72285263,0.005016,294963.88,294945.71,4326.70,2746.42,no,yes
1921,-0.280758,0.77889869,-0.003971,363847.20,363850.76,957.77,832.26,no,yes
1922,-0.148789,0.88172186,-0.002104,295296.34,295309.50,6162.38,6346.82,no,yes
1923,0.153033,0.87837390,0.002164,295033.08,295029.50,1834.91,1451.85,no,yes
1924,-0.981150,0.32653142,-0.013876,294851.78,294868.04,1028.31,1300.20,no,yes
1925,0.118901,0.90535509,0.001682,294900.96,294896.74,2710.02,2289.87,no,yes
1926,0.025162,0.97992577,0.000356,295237.79,295236.69,3179.20,2988.46,no,yes
1927,-0.134384,0.89310041,-0.001900,294977.22,294979.81,1129.27,1555.66,no,yes
1928,0.134311,0.89315775,0.001899,294927.59,294925.01,1410.06,1295.24,no,yes
1929,1.303040,0.19257997,0.018428,295074.10,295009.15,4334.76,2460.30,no,yes
1930,-0.014764,0.98822088,-0.000209,294923.37,294923.56,1005.06,841.23,no,yes
1931,0.093006,0.92589942,0.001315,295065.07,295063.83,952.82,931.95,no,yes
1932,-0.389278,0.69707437,-0.005505,294813.30,294824.21,2003.86,1958.29,no,yes
1933,-0.537076,0.59122144,-0.007595,294840.51,294846.83,798.42,864.09,no,yes
1934,-0.264065,0.79173250,-0.003734,294936.68,294942.32,1400.01,1609.03,no,yes
1935,-0.616197,0.53777166,-0.008714,294771.71,294786.16,1506.31,1799.03,no,yes
1936,0.442515,0.65812125,0.006258,294829.11,294818.07,1842.59,1683.28,no,yes
1937,-0.930894,0.35191959,-0.013165,295149.19,295179.01,2304.24,2225.57,no,yes
1938,-0.535909,0.59202768,-0.007579,295233.79,295241.77,1113.53,989.04,no,yes
1939,0.006229,0.99503021,0.000088,294816.15,294816.02,1485.14,1534.13,no,yes
1940,0.604397,0.54558671,0.008547,295059.87,295043.80,1863.12,1897.81,no,yes
1941,-0.153357,0.87811792,-0.002169,294927.35,294935.71,3718.64,3984.35,no,yes
1942,0.232005,0.81653629,0.003281,294832.81,294825.61,2248.03,2135.59,no,yes
1943,0.113148,0.90991472,0.001600,294876.67,294875.26,950.14,808.50,no,yes
1944,-0.343230,0.73142896,-0.004854,295093.99,295109.60,3056.74,3367.86,no,yes
1945,-1.598504,0.10994703,-0.022606,302559.74,302581.30,878.39,1023.69,no,yes
1946,0.357253,0.72090655,0.005052,295022.95,295011.16,2427.68,2234.33,no,yes
1947,0.484024,0.62837415,0.006845,295120.49,295108.07,1975.25,1635.98,no,yes
1948,0.554632,0.57915277,0.007844,295327.73,295320.03,1037.76,921.39,no,yes
1949,0.134052,0.89336302,0.001896,294966.35,294963.79,1507.67,1162.39,no,yes
1950,-1.353307,0.17597798,-0.019139,294989.73,295036.18,1571.25,3051.44,no,yes
1951,-0.888460,0.37430408,-0.012565,295073.86,295086.45,967.29,1035.71,no,yes
1952,0.770532,0.44099505,0.010897,294784.73,294770.33,1581.92,995.08,no,yes
1953,0.318556,0.75006674,0.004505,294854.28,294846.55,1919.49,1483.50,no,yes
1954,0.045717,0.96353598,0.000647,294969.27,294968.31,1499.47,1467.84,no,yes
1955,-0.528474,0.59717605,-0.007474,295010.12,295023.80,1902.34,1757.17,no,yes
1956,-0.231152,0.81719903,-0.003269,294944.05,294951.01,1771.08,2432.89,no,yes
1957,-0.535963,0.59199010,-0.007580,295071.37,295078.96,1071.15,927.25,no,yes
1958,0.397644,0.69089688,0.005624,295776.72,295768.73,1456.43,1382.53,no,yes
1959,0.301519,0.76302175,0.004264,294872.95,294859.95,3237.59,2847.49,no,yes
1960,0.144980,0.88472801,0.002050,295256.30,295243.54,6301.80,6142.20,no,yes
1961,-0.306124,0.75951358,-0.004329,294807.80,294817.52,2348.89,2137.69,no,yes
1962,-0.548282,0.58350421,-0.007754,295344.59,295352.67,975.24,1105.38,no,yes
1963,-0.176283,0.86007316,-0.002493,295060.32,295064.86,1927.27,1710.87,no,yes
1964,0.879759,0.37900073,0.012442,294826.31,294814.60,1034.81,835.67,no,yes
1965,-0.929471,0.35265671,-0.013145,295045.93,295059.16,928.92,1079.57,no,yes
1966,-0.650274,0.51552291,-0.009196,295074.98,295085.07,1139.66,1052.68,no,yes
1967,-1.447251,0.14784968,-0.020467,340714.87,340778.02,1724.75,4008.10,no,yes
1968,-0.037302,0.97024476,-0.000528,295029.40,295030.73,2410.22,2598.68,no,yes
1969,0.248885,0.80345271,0.003520,294807.45,294803.34,1261.83,1069.06,no,yes
1970,-0.979611,0.32729068,-0.013854,305551.52,305564.84,859.80,1053.17,no,yes
1971,0.205179,0.83743446,0.002902,295108.08,295100.94,2407.74,2509.75,no,yes
1972,0.964539,0.33478759,0.013641,295195.27,295167.83,2093.32,1926.52,no,yes
1973,1.426645,0.15370444,0.020176,294857.10,294793.10,4079.62,1866.92,no,yes
1974,-0.164795,0.86910740,-0.002331,294751.47,294754.14,1123.39,1165.64,no,yes
1975,-0.936053,0.34925759,-0.013238,295112.21,295138.33,2161.81,1763.09,no,yes
1976,-0.222720,0.82375612,-0.003150,295107.48,295111.41,1333.22,1155.52,no,yes
1977,0.235545,0.81378788,0.003331,295222.69,295198.17,7752.21,6949.37,no,yes
1978,-0.441697,0.65871358,-0.006247,294963.56,294975.51,1827.03,1993.70,no,yes
1979,-0.913770,0.36084886,-0.012923,294861.92,294875.09,985.28,1051.66,no,yes
1980,-0.174453,0.86151156,-0.002467,294854.08,294858.15,1760.79,1528.88,no,yes
1981,-0.103775,0.91734925,-0.001468,295013.05,295018.43,4193.87,3049.01,no,yes
1982,1.212783,0.22522718,0.017151,295032.23,295014.63,1081.94,967.72,no,yes
1983,-0.107813,0.91414473,-0.001525,294966.09,294967.64,1012.19,1019.53,no,yes
1984,-0.037297,0.97024865,-0.000527,295109.31,295110.66,2617.44,2521.02,no,yes
1985,-0.122021,0.90288371,-0.001726,295034.69,295038.91,1892.61,2894.10,no,yes
1986,1.468586,0.14196299,0.020769,295132.08,295108.84,1308.78,888.97,no,yes
1987,-0.703739,0.48160368,-0.009952,294841.39,294850.94,886.34,1026.71,no,yes
1988,-0.177197,0.85935542,-0.002506,294844.20,294846.37,860.19,871.10,no,yes
1989,-1.012796,0.31117199,-0.014323,307491.47,307510.87,1020.85,1620.50,no,yes
1990,-0.135151,0.89249366,-0.001911,295107.80,295109.60,954.64,922.64,no,yes
1991,-0.573170,0.56653584,-0.008106,294831.07,294838.02,848.52,865.56,no,yes
1992,0.057860,0.95386042,0.000818,295091.75,295090.80,1113.99,1192.00,no,yes
1993,0.087478,0.93029245,0.001237,294951.02,294946.50,3795.35,3508.38,no,yes
1994,-0.119028,0.90525461,-0.001683,295138.79,295145.73,4109.47,4137.24,no,yes
1995,0.090212,0.92811936,0.001276,295051.07,295049.67,1037.21,1155.11,no,yes
1996,0.534934,0.59270320,0.007565,295159.28,295133.35,4246.33,2337.25,no,yes
1997,0.028442,0.97731029,0.000402,294968.85,294968.22,1582.65,1534.14,no,yes
1998,-0.231888,0.81662756,-0.003279,294852.02,294864.26,3240.00,4168.39,no,yes
1999,-0.258978,0.79565530,-0.003662,295012.09,295018.66,1910.89,1672.81,no,yes
2000,0.248892,0.80344675,0.003520,294900.39,294887.22,3786.27,3699.87,no,yes
2001,-0.522460,0.60135570,-0.007389,294893.28,294912.38,2549.33,2619.09,no,yes
2002,0.270582,0.78671526,0.003827,304895.04,304888.27,1884.88,1644.71,no,yes
2003,-1.526866,0.12681164,-0.021593,300660.68,300684.71,928.54,1270.53,no,yes
2004,0.568279,0.56985186,0.008037,294732.11,294724.03,1086.01,919.49,no,yes
2005,0.249915,0.80265603,0.003534,294958.63,294952.48,1550.14,1912.36,no,yes
2006,0.660026,0.50924665,0.009334,295250.90,295224.11,3542.31,1979.38,no,yes
2007,0.715708,0.47418001,0.010122,295034.77,295026.00,867.24,865.15,no,yes
2008,0.200528,0.84106995,0.002836,295051.66,295048.43,1170.19,1099.89,no,yes
2009,-0.211989,0.83211816,-0.002998,294889.79,294893.51,1197.26,1280.88,no,yes
2010,-0.056696,0.95478807,-0.000802,294870.45,294872.39,2348.74,2485.94,no,yes
2011,0.406097,0.68467592,0.005743,295031.33,295022.41,1662.74,1434.02,no,yes
2012,-1.147997,0.25098615,-0.016235,294980.20,295041.02,2852.21,4465.17,no,yes
2013,-0.386959,0.69879072,-0.005472,294869.22,294889.35,3091.02,4186.21,no,yes
2014,0.838863,0.40155795,0.011863,295042.67,295028.26,1445.19,928.74,no,yes
2015,-0.094296,0.92487461,-0.001334,295509.77,295519.47,7469.97,7076.82,no,yes
2016,-0.345458,0.72975411,-0.004886,295157.94,295166.45,2093.56,1296.16,no,yes
2017,-0.260917,0.79415892,-0.003690,294990.71,295003.95,3317.82,3835.53,no,yes
2018,-0.224401,0.82244745,-0.003174,295128.74,295134.56,1892.52,1774.58,no,yes
2019,0.021417,0.98291299,0.000303,295270.74,295268.57,7393.53,6903.78,no,yes
2020,0.127174,0.89880359,0.001799,295126.04,295122.58,1957.59,1892.02,no,yes
2021,-0.380052,0.70391071,-0.005375,294998.19,295008.56,1922.71,1935.57,no,yes
2022,0.672363,0.50136258,0.009509,294884.93,294870.56,1852.75,1064.40,no,yes
2023,0.123836,0.90144627,0.001751,295144.45,295142.03,1387.22,1378.01,no,yes
2024,-0.156684,0.87549561,-0.002216,294879.25,294881.34,929.12,960.38,no,yes
2025,-0.340875,0.73320162,-0.004821,295067.52,295071.98,915.89,932.27,no,yes
2026,0.133865,0.89351056,0.001893,294981.23,294979.55,933.57,843.74,no,yes
2027,-0.357364,0.72082317,-0.005054,296105.42,296114.57,1912.33,1701.64,no,yes
2028,0.186199,0.85229030,0.002633,308892.21,308887.68,1756.80,1681.61,no,yes
2029,0.797984,0.42488958,0.011285,295196.85,295183.39,1250.62,1132.30,no,yes
2030,-1.555570,0.11982706,-0.021999,295095.79,295121.07,1005.93,1276.36,no,yes
2031,-0.459914,0.64558295,-0.006504,294780.10,294793.52,1991.45,2133.19,no,yes
2032,-0.784363,0.43283766,-0.011093,295131.15,295173.57,3069.97,4451.21,no,yes
2033,1.899527,0.05751632,0.026863,294922.20,294878.49,2111.89,913.86,no,yes
2034,-0.206179,0.83665337,-0.002916,295061.39,295064.55,972.38,1184.12,no,yes
2035,-0.375529,0.70727086,-0.005311,295136.56,295146.25,1970.32,1663.19,no,yes
2036,-0.390468,0.69619503,-0.005522,295400.61,295441.88,7051.09,7871.56,no,yes
2037,-0.684871,0.49343329,-0.009686,301155.20,301165.77,977.64,1193.47,no,yes
2038,0.004348,0.99653075,0.000061,294940.91,294940.67,4255.39,3745.72,no,yes
2039,0.564498,0.57242173,0.007983,295077.76,295069.83,1053.31,927.73,no,yes
2040,0.077974,0.93784948,0.001103,295197.83,295196.83,843.87,953.43,no,yes
2041,-1.478743,0.13923734,-0.020913,295057.47,295110.78,847.57,3503.92,no,yes
2042,0.508820,0.61088436,0.007196,294752.36,294739.29,1873.33,1758.19,no,yes
2043,-1.478362,0.13932870,-0.020907,294999.42,295034.69,1341.31,1973.18,no,yes
2044,-0.656999,0.51118909,-0.009291,307514.06,307522.48,842.13,965.19,no,yes
2045,0.823457,0.41025817,0.011645,295078.64,295068.24,933.77,850.88,no,yes
2046,1.205478,0.22803440,0.017048,295105.72,295088.07,1177.15,870.06,no,yes
2047,1.873825,0.06097132,0.026500,294945.70,294916.87,1280.64,852.89,no,yes
2048,-0.080924,0.93550335,-0.001144,294910.09,294912.48,1789.22,2349.10,no,yes
2049,-0.873017,0.38266434,-0.012346,294863.48,294882.61,1434.47,1656.84,no,yes
2050,0.169232,0.86561568,0.002393,294965.28,294962.70,1144.69,1007.18,no,yes
2051,-0.208173,0.83509566,-0.002944,295103.86,295106.69,956.73,964.58,no,yes
2052,-0.033384,0.97336859,-0.000472,295137.63,295138.80,2385.26,2565.26,no,yes
2053,-0.385307,0.70001415,-0.005449,295019.25,295039.02,3782.18,3466.81,no,yes
2054,0.070859,0.94351108,0.001002,295097.45,295096.06,1007.54,1688.39,no,yes
2055,0.964628,0.33474294,0.013642,294866.45,294853.39,996.09,917.56,no,yes
2056,0.523932,0.60033155,0.007410,294834.14,294826.95,960.54,978.13,no,yes
2057,-1.025949,0.30492837,-0.014509,295028.91,295043.90,976.50,1086.08,no,yes
2058,-0.197242,0.84364049,-0.002789,295285.25,295287.74,883.84,897.20,no,yes
2059,-1.572644,0.11581730,-0.022241,294880.09,294902.62,943.13,1078.21,no,yes
2060,0.020186,0.98389498,0.000285,294903.35,294902.94,1690.39,1118.82,no,yes
2061,0.592274,0.55367410,0.008376,295068.01,295059.97,1017.78,899.39,no,yes
2062,0.393975,0.69360431,0.005572,295153.80,295143.77,1568.69,2003.10,no,yes
2063,0.426623,0.66965827,0.006033,294990.56,294983.08,1297.45,1180.60,no,yes
