run,t_stat,p_value,cohens_d,fixed_mean_ns,varied_mean_ns,fixed_std_ns,varied_std_ns,significant,negligible
4911,-0.838987,0.40148929,-0.011865,294823.16,294869.67,2725.28,4827.08,no,yes
4912,0.177594,0.85904402,0.002512,295126.58,295122.12,2084.89,1408.61,no,yes
4913,0.726332,0.46764486,0.010272,295341.19,295299.64,4694.63,3269.47,no,yes
4914,-0.484740,0.62786618,-0.006855,294766.07,294772.52,959.79,923.59,no,yes
4915,0.061878,0.95066059,0.000875,295081.01,295079.11,2210.88,2123.35,no,yes
4916,0.280865,0.77881779,0.003972,294751.30,294743.76,2324.93,1344.52,no,yes
4917,-0.116913,0.90693012,-0.001653,295101.76,295104.34,1587.06,1543.64,no,yes
4918,0.530224,0.59596270,0.007499,295272.95,295259.44,1621.73,1965.12,no,yes
4919,0.662054,0.50794617,0.009363,294873.05,294850.84,2918.42,1655.55,no,yes
4920,-0.576549,0.56425035,-0.008154,304890.93,304899.19,990.94,1034.75,no,yes
4921,-0.058168,0.95361530,-0.000823,294905.68,294907.48,2406.02,1928.44,no,yes
4922,0.003530,0.99718380,0.000050,295026.63,295026.50,2602.45,2701.48,no,yes
4923,0.235425,0.81388146,0.003329,294873.87,294867.99,1630.52,1895.54,no,yes
4924,0.468584,0.63937237,0.006627,294822.81,294804.38,3158.01,2346.23,no,yes
4925,-0.179547,0.85751026,-0.002539,295126.30,295130.71,1463.29,1970.43,no,yes
4926,-0.415543,0.67774869,-0.005877,295905.46,295943.27,6259.63,6604.17,no,yes
4927,-0.559272,0.57598220,-0.007909,295059.65,295067.60,946.89,1059.75,no,yes
4928,-0.143204,0.88613079,-0.002025,295136.47,295138.46,983.18,985.51,no,yes
4929,0.274704,0.78354681,0.003885,295093.37,295087.39,1620.21,1455.25,no,yes
4930,0.561458,0.57449140,0.007940,295111.98,295101.56,1368.69,1253.10,no,yes
4931,-1.575026,0.11526703,-0.022274,294758.71,294782.67,959.72,1180.59,no,yes
4932,0.590218,0.55505141,0.008347,294904.55,294897.14,899.15,876.52,no,yes
4933,-0.389940,0.69658526,-0.005515,294850.29,294856.84,1111.69,1256.47,no,yes
4934,-0.945753,0.34428605,-0.013375,295154.29,295190.10,2662.04,2692.49,no,yes
4935,0.053659,0.95720738,0.000759,294943.60,294941.67,2346.00,2729.33,no,yes
4936,1.476310,0.13987812,0.020878,294988.08,294940.41,2638.23,1860.64,no,yes
4937,-0.459139,0.64613943,-0.006493,294864.83,294870.88,941.57,921.78,no,yes
4938,0.533911,0.59340992,0.007551,295007.45,294983.47,3621.66,2655.37,no,yes
4939,-0.435774,0.66300536,-0.006163,294735.30,294741.10,957.44,924.64,no,yes
4940,-0.351483,0.72522988,-0.004971,295099.84,295104.69,956.85,995.48,no,yes
4941,0.800106,0.42365919,0.011315,295023.58,295012.68,1005.84,920.53,no,yes
4942,-0.626274,0.53114317,-0.008857,294885.56,294919.59,3254.62,4350.63,no,yes
4943,-0.258017,0.79639672,-0.003649,295234.09,295256.65,6144.47,6222.11,no,yes
4944,-0.540821,0.58863700,-0.007648,294785.83,294792.78,918.54,899.42,no,yes
4945,-0.575237,0.56513741,-0.008135,295048.85,295058.06,1129.06,1134.29,no,yes
4946,-0.862145,0.38862064,-0.012193,294882.25,294900.74,1075.07,1856.13,no,yes
4947,-0.621865,0.53403837,-0.008794,294828.51,294842.42,1372.78,1765.86,no,yes
4948,0.122174,0.90276216,0.001728,294787.18,294785.46,985.29,999.72,no,yes
4949,-0.115928,0.90771058,-0.001639,295154.11,295160.31,4198.41,3308.11,no,yes
4950,0.382677,0.70196399,0.005412,295300.41,295292.22,1250.28,1736.79,no,yes
4951,0.229735,0.81830016,0.003249,294909.27,294900.95,2660.24,2453.75,no,yes
4952,0.112591,0.91035620,0.001592,294829.54,294827.77,1105.38,1119.20,no,yes
4953,-0.092535,0.92627361,-0.001309,295108.47,295111.37,2338.61,2085.28,no,yes
4954,1.035467,0.30046426,0.014644,295114.50,295096.69,1379.47,1027.05,no,yes
4955,-0.404951,0.68551763,-0.005727,294830.07,294846.38,2784.27,2908.38,no,yes
4956,-0.134896,0.89269558,-0.001908,294708.08,294711.45,1685.69,1844.10,no,yes
4957,-0.010645,0.99150667,-0.000151,294784.04,294784.40,2858.52,1807.08,no,yes
4958,-0.475270,0.63459956,-0.006721,301050.66,301057.58,943.44,1109.51,no,yes
4959,0.309347,0.75706069,0.004375,295363.31,295353.84,2293.39,2026.16,no,yes
4960,0.106976,0.91480923,0.001513,295248.82,295239.47,6268.25,6081.59,no,yes
4961,-0.826730,0.40839989,-0.011692,295016.33,295026.76,901.06,882.89,no,yes
4962,-0.434546,0.66389678,-0.006145,302597.82,302604.55,1157.60,1029.70,no,yes
4963,0.445735,0.65579387,0.006304,294948.36,294938.72,1721.55,1307.64,no,yes
4964,-0.078955,0.93706961,-0.001117,294887.30,294892.34,4820.65,4187.13,no,yes
4965,-0.027598,0.97798308,-0.000390,295046.96,295047.38,1215.36,929.11,no,yes
4966,0.988808,0.32277148,0.013984,295152.58,295104.64,4133.60,2533.45,no,yes
4967,-0.614886,0.53863889,-0.008696,295078.70,295092.48,1150.65,1922.32,no,yes
4968,0.657652,0.51076998,0.009301,295239.32,295197.31,5172.27,3748.03,no,yes
4969,-0.350504,0.72596446,-0.004957,363887.79,363893.24,1196.24,994.06,no,yes
4970,0.083977,0.93307587,0.001188,294891.76,294890.25,1394.36,1140.42,no,yes
4971,0.634367,0.52585006,0.008971,302580.08,302560.35,2679.07,1577.15,no,yes
4972,-0.389459,0.69694065,-0.005508,294959.90,294965.35,965.58,1013.23,no,yes
4973,-0.365924,0.71442577,-0.005175,295097.78,295102.29,852.48,890.47,no,yes
4974,0.381571,0.70278378,0.005396,294954.26,294948.66,1075.36,997.40,no,yes
4975,-0.653581,0.51338955,-0.009243,294845.79,294854.91,983.70,989.28,no,yes
4976,-0.182106,0.85550119,-0.002575,295015.93,295026.76,4372.33,4034.50,no,yes
4977,1.317076,0.18782938,0.018626,294917.38,294893.43,1449.10,1098.12,no,yes
4978,0.148621,0.88185435,0.002102,294807.23,294805.35,904.54,878.78,no,yes
4979,0.983678,0.32528703,0.013911,294853.09,294840.11,1074.78,764.87,no,yes
4980,1.133626,0.25696491,0.016032,295107.07,295092.17,954.24,903.36,no,yes
4981,0.025302,0.97981396,0.000358,295045.59,295045.25,941.16,928.39,no,yes
4982,-0.019501,0.98444139,-0.000276,393183.64,393183.90,904.87,965.15,no,yes
4983,0.078204,0.93766642,0.001106,295053.63,295051.52,1254.41,2393.19,no,yes
4984,0.692061,0.48890723,0.009787,295144.35,295135.30,968.63,879.34,no,yes
4985,-0.380660,0.70345992,-0.005383,295098.67,295133.33,6142.75,6720.35,no,yes
4986,0.018657,0.98511502,0.000264,294862.29,294861.71,2622.89,1674.78,no,yes
4987,1.251098,0.21091371,0.017693,295180.38,295164.27,976.95,839.25,no,yes
4988,0.070158,0.94406848,0.000992,295082.36,295081.38,1006.91,953.70,no,yes
4989,0.143736,0.88571027,0.002033,294874.88,294866.62,4632.37,3402.37,no,yes
4990,0.809951,0.41797804,0.011454,294887.84,294874.59,1252.76,1051.58,no,yes
4991,-0.373631,0.70868332,-0.005284,295003.09,295020.53,2948.95,3616.11,no,yes
4992,-1.150583,0.24991753,-0.016272,294861.57,294877.64,979.67,995.28,no,yes
4993,-0.215641,0.82926977,-0.003050,294770.39,294773.38,995.03,966.38,no,yes
4994,0.302979,0.76190877,0.004285,295160.46,295151.49,2157.83,2026.70,no,yes
4995,1.181313,0.23749295,0.016706,295074.20,295055.64,1219.73,989.75,no,yes
4996,-0.504346,0.61402408,-0.007133,294820.94,294828.46,1037.24,1072.10,no,yes
4997,-0.815168,0.41498610,-0.011528,294960.30,294973.44,1044.83,1227.09,no,yes
4998,-0.351129,0.72549506,-0.004966,295065.12,295069.71,928.61,920.04,no,yes
4999,0.947933,0.34317597,0.013406,295108.24,295074.46,2851.16,2138.06,no,yes
5000,-0.704296,0.48125715,-0.009960,295151.99,295170.88,1587.45,2163.23,no,yes
5001,0.607611,0.54345308,0.008593,295385.43,295365.08,2774.22,1876.95,no,yes
5002,-0.061688,0.95081210,-0.000872,295103.29,295108.88,6542.67,6285.37,no,yes
5003,-0.282641,0.77745502,-0.003997,294962.19,294966.24,1011.69,1016.10,no,yes
5004,-0.074143,0.94089737,-0.001049,294959.93,294960.96,976.38,981.96,no,yes
5005,-0.109322,0.91294805,-0.001546,295069.93,295073.47,1977.68,2560.22,no,yes
5006,-0.830680,0.40616633,-0.011748,294863.89,294908.47,2804.43,4575.29,no,yes
5007,-0.264989,0.79102094,-0.003748,294993.60,294997.62,964.15,1174.48,no,yes
5008,0.582662,0.56012748,0.008240,295104.34,295072.68,3921.90,3759.21,no,yes
5009,-0.874430,0.38189569,-0.012366,307374.68,307393.16,1226.12,1722.14,no,yes
5010,-0.932654,0.35101057,-0.013190,295102.48,295155.28,3491.05,4457.36,no,yes
5011,-1.458615,0.14469565,-0.020628,295226.70,295288.32,1497.36,3950.87,no,yes
5012,0.347693,0.72807473,0.004917,295098.40,295086.89,2583.59,2071.15,no,yes
5013,-0.103202,0.91780387,-0.001459,294737.21,294739.01,1337.75,1110.37,no,yes
5014,-0.819224,0.41266855,-0.011586,294776.47,294788.47,1070.80,999.66,no,yes
5015,-0.696630,0.48604416,-0.009852,294730.72,294759.04,2161.82,3442.80,no,yes
5016,0.463996,0.64265592,0.006562,294887.64,294879.41,1150.81,1350.08,no,yes
5017,0.706279,0.48002339,0.009988,294947.02,294937.24,1081.52,865.91,no,yes
5018,-0.662484,0.50766896,-0.009369,294938.94,294948.83,957.72,1144.50,no,yes
5019,-0.026416,0.97892545,-0.000374,295185.56,295188.01,6726.97,6390.23,no,yes
5020,0.011824,0.99056616,0.000167,295245.76,295245.46,1860.85,1769.21,no,yes
5021,-1.358465,0.17433243,-0.019212,294816.03,294832.22,721.99,948.01,no,yes
5022,0.829962,0.40657365,0.011737,295520.77,295498.16,2427.96,1237.26,no,yes
5023,-0.114558,0.90879688,-0.001620,295343.36,295354.10,6655.32,6608.92,no,yes
5024,0.464625,0.64220494,0.006571,295120.14,295107.12,2089.59,1865.24,no,yes
5025,-0.611726,0.54072635,-0.008651,295313.15,295332.62,2138.06,2356.72,no,yes
5026,-0.974776,0.32968326,-0.013785,294965.16,294978.40,878.05,1036.17,no,yes
5027,0.765388,0.44405025,0.010824,295084.19,295048.60,3749.83,2749.26,no,yes
5028,-0.408349,0.68302153,-0.005775,294970.64,294976.26,986.60,959.48,no,yes
5029,0.701314,0.48311672,0.009918,294797.83,294770.89,3270.67,2014.59,no,yes
5030,-0.080028,0.93621554,-0.001132,295097.61,295098.68,896.94,992.21,no,yes
5031,-0.342253,0.73216416,-0.004840,294933.61,294942.20,1576.98,1954.72,no,yes
5032,0.015592,0.98755991,0.000221,295160.48,295159.79,2963.57,3314.86,no,yes
5033,0.640088,0.52212303,0.009052,294810.61,294795.10,1854.39,1558.76,no,yes
5034,0.362542,0.71695112,0.005127,295083.89,295079.26,977.15,822.80,no,yes
5035,-2.119041,0.03410165,-0.029968,294944.12,294987.35,1082.03,1729.37,yes,yes
5036,-0.241089,0.80948891,-0.003410,295120.70,295123.93,897.88,997.10,no,yes
5037,-0.828610,0.40733483,-0.011718,294697.34,294708.04,903.45,924.26,no,yes
5038,-0.484889,0.62776032,-0.006857,294814.76,294830.53,2467.99,2117.10,no,yes
5039,-0.239962,0.81036215,-0.003394,294777.44,294783.17,1390.61,1939.63,no,yes
5040,-0.438746,0.66085003,-0.006205,294989.25,294994.98,881.82,961.14,no,yes
5041,-0.224459,0.82240216,-0.003174,294995.03,294998.23,1020.86,996.04,no,yes
5042,0.046105,0.96322731,0.000652,294838.88,294837.36,2608.30,2038.33,no,yes
5043,-0.771600,0.44036047,-0.010912,294780.85,294791.74,988.15,1007.74,no,yes
5044,-0.504095,0.61420019,-0.007129,294976.84,294989.66,1745.45,1848.98,no,yes
5045,-0.596356,0.55094407,-0.008434,295112.82,295131.88,2334.75,2181.91,no,yes
5046,0.097057,0.92268209,0.001373,295141.51,295136.16,4162.43,3619.66,no,yes
5047,-0.528508,0.59715270,-0.007474,393160.21,393182.62,2597.47,3352.99,no,yes
5048,-0.478101,0.63258367,-0.006761,294943.54,294951.02,1005.62,1196.94,no,yes
5049,0.730009,0.46539310,0.010324,294784.46,294774.13,987.07,1013.72,no,yes
5050,0.920612,0.35726455,0.013019,295087.69,295074.22,1094.46,969.49,no,yes
5051,0.283343,0.77691702,0.004007,294997.16,294990.34,1467.43,1908.86,no,yes
5052,0.295259,0.76779907,0.004176,295681.68,295677.37,1061.59,998.47,no,yes
5053,-0.038654,0.96916665,-0.000547,294927.51,294928.02,981.57,914.25,no,yes
5054,-0.246424,0.80535654,-0.003485,294736.20,294739.66,965.43,1016.21,no,yes
5055,-1.316012,0.18818613,-0.018611,305140.71,305158.31,817.97,1058.32,no,yes
5056,0.321052,0.74817428,0.004540,294833.22,294822.12,2370.58,2520.35,no,yes
5057,-0.020606,0.98356030,-0.000291,295047.63,295048.07,1744.41,1212.04,no,yes
5058,-1.374663,0.16925202,-0.019441,294689.80,294708.57,869.01,1053.39,no,yes
5059,0.705361,0.48059392,0.009975,295283.25,295260.72,2280.08,2237.90,no,yes
5060,-0.414909,0.67821335,-0.005868,295029.59,295035.18,901.95,1001.35,no,yes
5061,0.118653,0.90555150,0.001678,294979.55,294977.89,1027.10,948.07,no,yes
5062,0.332364,0.73961787,0.004700,295141.47,295137.16,906.19,926.75,no,yes
5063,-0.313815,0.75366464,-0.004438,295102.86,295111.84,1888.14,2151.79,no,yes
5064,-0.087940,0.92992542,-0.001244,294890.45,294891.72,1020.54,1018.13,no,yes
5065,0.256632,0.79746559,0.003629,295102.55,295097.58,1355.43,1384.27,no,yes
5066,-0.146637,0.88341970,-0.002074,295061.03,295064.87,1822.67,1879.72,no,yes
5067,-0.105009,0.91636979,-0.001485,294917.90,294923.62,3611.57,4081.31,no,yes
5068,0.545136,0.58566710,0.007709,294874.67,294857.43,2640.04,1742.31,no,yes
5069,-0.702320,0.48248791,-0.009932,294995.45,295015.34,1880.10,2117.01,no,yes
5070,-0.046945,0.96255725,-0.000664,295114.29,295115.80,2493.02,2035.12,no,yes
5071,-0.781939,0.43426009,-0.011058,294768.77,294780.05,931.68,1100.88,no,yes
5072,-0.606525,0.54417337,-0.008578,294700.01,294709.62,1130.60,1110.16,no,yes
5073,-0.474287,0.63530061,-0.006707,294868.66,294879.82,1699.45,1627.33,no,yes
5074,0.520385,0.60280367,0.007359,295185.05,295171.82,2316.09,1049.03,no,yes
5075,-0.014303,0.98858874,-0.000202,294831.00,294831.40,2636.66,1040.23,no,yes
5076,-0.187816,0.85102264,-0.002656,294873.69,294876.29,957.57,1001.34,no,yes
5077,-0.409095,0.68247462,-0.005785,294760.64,294767.45,1110.76,1241.97,no,yes
5078,-0.585413,0.55827655,-0.008279,294863.91,294872.10,949.30,1027.02,no,yes
5079,-0.779007,0.43598503,-0.011017,295078.56,295090.54,965.63,1197.47,no,yes
5080,-0.424946,0.67088054,-0.006010,295265.54,295273.66,1178.93,1503.97,no,yes
5081,-1.045446,0.29582955,-0.014785,294981.69,294997.76,1023.94,1145.70,no,yes
5082,-0.663028,0.50732058,-0.009377,295029.86,295050.93,2380.43,2106.34,no,yes
5083,1.013453,0.31085613,0.014332,294995.44,294982.41,951.11,864.30,no,yes
5084,-0.337480,0.73575861,-0.004773,294815.30,294832.20,3576.69,3503.59,no,yes
5085,-0.366971,0.71364485,-0.005190,294866.28,294871.93,1111.00,1066.30,no,yes
5086,-1.147589,0.25115303,-0.016229,307559.90,307634.67,3941.16,5189.02,no,yes
5087,0.755766,0.44980161,0.010688,294715.59,294700.29,1824.08,878.57,no,yes
5088,-0.088899,0.92916299,-0.001257,295081.83,295087.23,4434.70,4162.49,no,yes
5089,-0.101427,0.91921307,-0.001434,294932.66,294934.96,1896.36,1249.51,no,yes
5090,0.678901,0.49720855,0.009601,304838.25,304819.79,1967.45,1876.19,no,yes
5091,0.289148,0.77247146,0.004089,294901.98,294892.13,2623.57,2176.33,no,yes
5092,-0.196126,0.84451334,-0.002774,294856.22,294859.17,1131.95,987.80,no,yes
5093,-0.040883,0.96738967,-0.000578,294885.19,294885.80,1014.70,1103.57,no,yes
5094,-0.353168,0.72396630,-0.004995,295149.36,295157.40,1623.34,1594.27,no,yes
5095,-0.470423,0.63805788,-0.006653,295031.12,295037.79,1008.00,995.81,no,yes
5096,1.110375,0.26685083,0.015703,295081.96,295067.39,956.60,898.57,no,yes
5097,1.160662,0.24579414,0.016414,295049.01,295033.78,1027.62,814.91,no,yes
5098,0.077654,0.93810368,0.001098,295065.12,295064.07,952.26,954.14,no,yes
5099,-0.376091,0.70685325,-0.005319,294902.28,294909.54,1325.90,1405.22,no,yes
5100,-0.591421,0.55424512,-0.008364,295233.10,295241.86,976.53,1114.26,no,yes
5101,-1.633282,0.10242633,-0.023098,295106.18,295129.20,868.76,1110.16,no,yes
5102,1.107063,0.26828014,0.015656,294906.65,294889.84,1117.27,1028.55,no,yes
5103,-1.506149,0.13204479,-0.021300,294971.65,295009.71,1722.57,1848.90,no,yes
5104,0.124469,0.90094558,0.001760,294966.81,294960.01,3903.15,3825.35,no,yes
5105,0.307249,0.75865721,0.004345,294977.59,294973.62,924.87,906.04,no,yes
5106,-1.134967,0.25640565,-0.016051,294766.25,294816.37,2270.30,3787.86,no,yes
5107,-0.391097,0.69572998,-0.005531,294803.44,294810.69,1296.58,1326.64,no,yes
5108,0.241969,0.80880686,0.003422,295630.92,295625.86,1528.71,1425.09,no,yes
5109,-1.188659,0.23459718,-0.016810,294822.39,294854.09,822.70,2536.99,no,yes
5110,-0.154012,0.87760206,-0.002178,295083.14,295085.19,879.69,991.14,no,yes
5111,-1.852310,0.06399753,-0.026196,298229.37,298255.54,821.58,1149.96,no,yes
5112,0.081754,0.93484343,0.001156,294851.13,294849.90,1101.07,1027.44,no,yes
5113,0.081109,0.93535630,0.001147,304858.08,304856.89,1003.82,1056.62,no,yes
5114,-0.519916,0.60312863,-0.007353,295099.86,295113.49,2143.98,1507.28,no,yes
5115,0.261711,0.79354703,0.003701,295109.23,295104.29,1228.59,1432.45,no,yes
5116,-0.102339,0.91848844,-0.001447,296511.46,296520.41,6069.61,6305.03,no,yes
5117,-0.291894,0.77037076,-0.004128,294837.95,294845.90,1945.42,1907.15,no,yes
5118,-0.081438,0.93509420,-0.001152,303782.23,303784.89,2025.63,2550.71,no,yes
5119,0.849352,0.39569571,0.012012,294852.00,294839.29,1139.90,969.16,no,yes
5120,-0.147039,0.88310303,-0.002079,295003.84,295017.55,6685.86,6497.31,no,yes
5121,0.122829,0.90224382,0.001737,294866.56,294860.26,3768.74,3482.58,no,yes
5122,0.589300,0.55566784,0.008334,295046.47,295030.92,2181.72,1485.77,no,yes
5123,0.122866,0.90221453,0.001738,294997.14,294995.55,962.91,856.76,no,yes
5124,-0.013531,0.98920408,-0.000191,295090.90,295091.65,4343.33,3414.81,no,yes
5125,-1.059931,0.28919086,-0.014990,294817.84,294838.37,1075.43,1611.56,no,yes
5126,0.058559,0.95330437,0.000828,295074.71,295071.71,4096.63,3079.13,no,yes
5127,-0.162982,0.87053461,-0.002305,295085.67,295089.59,1960.38,1401.51,no,yes
5128,0.749127,0.45378970,0.010594,294913.90,294901.94,1258.49,981.13,no,yes
5129,-0.780522,0.43509634,-0.011038,295145.13,295171.15,1430.74,3010.50,no,yes
5130,0.005570,0.99555616,0.000079,294973.22,294973.15,880.95,996.98,no,yes
5131,-1.496530,0.13453290,-0.021164,294963.16,295013.60,1983.33,2724.68,no,yes
5132,-0.666465,0.50512149,-0.009425,295029.29,295055.41,2682.90,2858.19,no,yes
5133,1.383027,0.16667251,0.019559,295090.59,295072.33,999.71,862.36,no,yes
5134,0.069956,0.94422904,0.000989,295006.89,295004.69,2213.60,2239.23,no,yes
5135,0.465906,0.64128834,0.006589,295121.35,295108.87,2186.56,1548.71,no,yes
5136,0.057285,0.95431845,0.000810,294912.80,294911.02,2257.55,2156.09,no,yes
5137,0.705682,0.48039408,0.009980,295076.03,295066.66,940.89,936.61,no,yes
5138,-0.220834,0.82522429,-0.003123,294871.26,294877.02,1819.69,1868.93,no,yes
5139,0.518852,0.60386972,0.007338,294813.71,294806.47,980.34,994.57,no,yes
5140,1.168135,0.24276661,0.016520,294752.49,294736.08,1087.34,888.71,no,yes
5141,-0.132229,0.89480463,-0.001870,295043.67,295051.13,3990.60,3985.87,no,yes
5142,-1.257292,0.20866300,-0.017781,294800.15,294818.87,982.23,1118.98,no,yes
5143,-0.235049,0.81417309,-0.003324,294977.67,294992.17,3726.31,4916.53,no,yes
5144,-0.700751,0.48346645,-0.009910,294847.91,294857.19,888.88,982.09,no,yes
5145,-0.145263,0.88450475,-0.002054,294844.12,294848.39,1922.54,2227.53,no,yes
5146,1.084237,0.27827804,0.015333,294944.57,294922.75,1811.11,876.39,no,yes
5147,-0.948178,0.34305069,-0.013409,295291.14,295306.72,1052.05,1262.50,no,yes
5148,-0.472772,0.63638111,-0.006686,295066.24,295077.41,1606.17,1733.15,no,yes
5149,-0.385561,0.69982597,-0.005453,294857.39,294867.73,1869.28,1924.69,no,yes
5150,-0.909374,0.36316476,-0.012860,294784.95,294813.57,1829.36,2559.75,no,yes
5151,-0.277616,0.78130996,-0.003926,295009.27,295012.71,840.63,907.72,no,yes
5152,-0.388798,0.69742947,-0.005498,294975.44,294981.92,1072.07,1275.34,no,yes
5153,-0.922886,0.35607800,-0.013052,294893.00,294913.74,1488.49,1682.70,no,yes
5154,1.070529,0.28439414,0.015140,295076.52,295063.60,892.30,813.33,no,yes
5155,-0.693871,0.48777142,-0.009813,295019.35,295028.33,940.17,888.10,no,yes
5156,-0.010025,0.99200126,-0.000142,295147.92,295148.09,1079.82,1247.38,no,yes
5157,0.797657,0.42508074,0.011281,295092.30,295070.08,2347.51,1499.38,no,yes
5158,-0.169130,0.86569599,-0.002392,294766.42,294770.11,1716.84,1346.10,no,yes
5159,0.962419,0.33585169,0.013611,295047.40,295032.66,1214.02,934.89,no,yes
5160,0.508102,0.61138779,0.007186,305497.97,305490.82,1074.14,909.81,no,yes
5161,-0.912774,0.36137268,-0.012909,295066.90,295079.87,925.88,1078.12,no,yes
5162,-0.041309,0.96705032,-0.000584,295225.26,295229.49,7140.63,7357.12,no,yes
5163,-0.894584,0.37102032,-0.012651,294837.74,294849.89,882.39,1031.98,no,yes
5164,0.024397,0.98053634,0.000345,305582.87,305581.66,3500.24,3482.46,no,yes
5165,-0.194075,0.84611968,-0.002745,294921.62,294929.92,3477.09,2489.37,no,yes
5166,0.169766,0.86519606,0.002401,295143.71,295139.68,1911.07,1412.95,no,yes
5167,-0.586245,0.55771775,-0.008291,294860.93,294869.65,908.42,1178.50,no,yes
5168,-0.274740,0.78351930,-0.003885,294956.36,294965.92,1743.17,3007.58,no,yes
5169,0.000947,0.99924440,0.000013,295068.18,295068.17,869.44,862.81,no,yes
5170,0.230251,0.81789922,0.003256,295101.37,295094.18,2221.32,2194.80,no,yes
5171,0.252900,0.80034811,0.003577,295052.51,295048.93,957.69,1044.81,no,yes
5172,-0.096376,0.92322254,-0.001363,294812.57,294815.00,1764.48,1801.51,no,yes
5173,-0.895890,0.37032233,-0.012670,294835.84,294848.17,904.95,1036.23,no,yes
5174,-0.126184,0.89958792,-0.001785,294904.86,294909.88,2871.21,2749.77,no,yes
5175,0.121483,0.90330995,0.001718,294892.37,294889.37,1402.33,2030.29,no,yes
5176,0.873261,0.38253201,0.012350,294867.69,294854.25,1211.58,947.97,no,yes
5177,-0.167729,0.86679847,-0.002372,294925.79,294930.21,1582.77,2107.45,no,yes
5178,-0.169623,0.86530862,-0.002399,294847.70,294849.84,839.94,941.46,no,yes
5179,0.275222,0.78314833,0.003892,295056.94,295050.20,1688.02,1776.47,no,yes
5180,-0.238140,0.81177527,-0.003368,295074.74,295078.96,1268.12,1237.12,no,yes
5181,-0.172684,0.86290159,-0.002442,294832.77,294834.96,926.27,859.11,no,yes
