run,t_stat,p_value,cohens_d,fixed_mean_ns,random_mean_ns,fixed_std_ns,random_std_ns,significant,negligible
4770,0.119143,0.90516290,0.001685,293537.62,293530.95,4012.49,3910.81,no,yes
4771,-1.213527,0.22494299,-0.017162,293285.14,293305.18,1095.82,1234.94,no,yes
4772,-0.647835,0.51709892,-0.009162,293577.25,293586.31,977.39,999.05,no,yes
4773,-1.888229,0.05902039,-0.026704,300943.02,301022.55,1110.64,4062.94,no,yes
4774,-0.190814,0.84867304,-0.002699,293452.93,293459.66,2397.73,2585.03,no,yes
4775,-0.277132,0.78168156,-0.003919,293260.16,293270.99,2438.94,3055.92,no,yes
4776,-0.292201,0.77013569,-0.004132,293195.00,293204.73,2331.03,2380.70,no,yes
4777,-1.644082,0.10017663,-0.023251,293371.29,293391.83,729.38,1013.97,no,yes
4778,1.151723,0.24945072,0.016288,293299.75,293260.23,2851.99,1908.22,no,yes
4779,0.154847,0.87694369,0.002190,293464.30,293459.77,2263.82,1848.38,no,yes
4780,-0.621975,0.53396585,-0.008796,293449.78,293468.32,1941.36,2262.15,no,yes
4781,-0.255393,0.79842245,-0.003612,293403.74,293406.86,828.91,898.58,no,yes
4782,0.306420,0.75928790,0.004333,293284.83,293271.65,2770.65,3288.10,no,yes
4783,-0.105838,0.91571222,-0.001497,293877.49,293883.49,3946.71,4069.21,no,yes
4784,-0.815116,0.41501933,-0.011527,293478.33,293499.93,1139.36,2391.85,no,yes
4785,0.720192,0.47141596,0.010185,293454.13,293404.71,5501.42,4100.82,no,yes
4786,0.471358,0.63739006,0.006666,293372.56,293360.37,1810.43,1846.45,no,yes
4787,-0.898089,0.36915049,-0.012701,293499.61,293545.51,2878.86,4223.03,no,yes
4788,-0.176327,0.86003913,-0.002494,293208.64,293210.93,981.52,856.35,no,yes
4789,0.086642,0.93095693,0.001225,293289.39,293287.65,1807.46,875.31,no,yes
4790,0.835303,0.40355712,0.011813,293318.78,293307.22,1042.69,909.51,no,yes
4791,0.921297,0.35690713,0.013029,293432.27,293397.75,2985.47,2264.24,no,yes
4792,0.235019,0.81419640,0.003324,293547.42,293526.83,6102.49,6288.44,no,yes
4793,0.344211,0.73069116,0.004868,303258.70,303245.57,3028.91,2318.20,no,yes
4794,-0.005680,0.99546825,-0.000080,293782.90,293783.08,2030.09,2540.35,no,yes
4795,0.790612,0.42918004,0.011181,293431.09,293392.07,3747.37,3211.83,no,yes
4796,0.387844,0.69813544,0.005485,293784.94,293750.26,6436.06,6204.69,no,yes
4797,0.909786,0.36294761,0.012866,305860.21,305826.53,2988.79,2184.64,no,yes
4798,0.035050,0.97204043,0.000496,293495.87,293494.97,1864.80,1784.67,no,yes
4799,0.781511,0.43451215,0.011052,293332.62,293286.38,4752.86,3524.00,no,yes
4800,-0.167631,0.86687536,-0.002371,293467.42,293473.27,2418.19,2518.07,no,yes
4801,0.210611,0.83319293,0.002978,293294.19,293281.76,4260.09,4080.52,no,yes
4802,0.040771,0.96747853,0.000577,293257.69,293255.21,4616.18,3952.77,no,yes
4803,1.317408,0.18771940,0.018631,293292.37,293265.49,1701.91,1125.66,no,yes
4804,-0.084345,0.93278267,-0.001193,293249.97,293253.67,3028.35,3171.75,no,yes
4805,0.888538,0.37426422,0.012566,293306.09,293276.10,2884.31,1753.88,no,yes
4806,-0.078879,0.93712972,-0.001116,293607.13,293611.41,4140.22,3501.90,no,yes
4807,-0.184503,0.85362102,-0.002609,293284.33,293289.36,1251.13,2426.77,no,yes
4808,-0.032368,0.97417927,-0.000458,294713.13,294715.25,4215.58,5005.55,no,yes
4809,-1.394678,0.16312838,-0.019724,293268.53,293288.08,969.03,1012.95,no,yes
4810,1.914803,0.05553343,0.027079,293377.27,293345.14,1364.68,976.73,no,yes
4811,0.457053,0.64763787,0.006464,293404.17,293388.71,2339.71,2443.69,no,yes
4812,-0.835052,0.40369929,-0.011809,293619.06,293635.19,1130.88,1565.42,no,yes
4813,0.501770,0.61583488,0.007096,293275.64,293253.27,3414.11,2865.67,no,yes
4814,-0.457063,0.64763078,-0.006464,293445.49,293455.30,1578.00,1454.78,no,yes
4815,1.546120,0.12209169,0.021865,293663.62,293641.74,1049.83,948.45,no,yes
4816,-0.767358,0.44287782,-0.010852,293523.92,293534.25,918.79,984.16,no,yes
4817,-0.667852,0.50423631,-0.009445,293592.10,293608.57,1508.26,1950.33,no,yes
4818,0.096810,0.92287865,0.001369,293442.13,293439.04,2230.53,2289.88,no,yes
4819,-0.482901,0.62917133,-0.006829,293224.43,293233.89,1386.77,1381.37,no,yes
4820,0.709309,0.47814087,0.010031,293409.14,293393.63,1609.88,1478.90,no,yes
4821,0.487790,0.62570437,0.006898,293408.35,293400.50,1235.71,1031.24,no,yes
4822,0.144066,0.88545006,0.002037,293333.16,293329.43,1829.97,1825.38,no,yes
4823,-0.045785,0.96348187,-0.000648,293383.12,293385.78,4088.84,4129.12,no,yes
4824,0.073161,0.94167916,0.001035,293486.00,293484.25,1378.26,1955.01,no,yes
4825,0.128165,0.89801929,0.001813,293665.07,293658.45,3593.21,3715.96,no,yes
4826,-0.882404,0.37757126,-0.012479,293401.18,293428.86,1620.66,2684.96,no,yes
4827,-0.721045,0.47089051,-0.010197,293424.21,293452.52,2473.89,3048.98,no,yes
4828,-0.506424,0.61256678,-0.007162,293233.97,293245.55,990.52,2061.45,no,yes
4829,0.342099,0.73228022,0.004838,293708.59,293689.35,4655.90,3155.63,no,yes
4830,0.170495,0.86462284,0.002411,293556.30,293551.12,2168.63,2134.14,no,yes
4831,-0.811787,0.41692468,-0.011480,293343.84,293371.30,1887.92,2806.61,no,yes
4832,-0.025526,0.97963540,-0.000361,293313.58,293314.00,1101.87,1250.26,no,yes
4833,0.286383,0.77458774,0.004050,293302.14,293296.39,1156.05,1642.56,no,yes
4834,0.530399,0.59584151,0.007501,293740.50,293690.16,6990.86,6419.45,no,yes
4835,1.357030,0.17478820,0.019191,293665.51,293601.29,3771.30,2858.91,no,yes
4836,0.241735,0.80898777,0.003419,293629.39,293623.36,1726.67,1798.49,no,yes
4837,0.192507,0.84734688,0.002722,293622.40,293618.50,1501.20,1358.45,no,yes
4838,0.919450,0.35787147,0.013003,293483.26,293467.28,1318.49,1132.65,no,yes
4839,-0.149123,0.88145826,-0.002109,293426.78,293429.15,1066.48,1176.62,no,yes
4840,0.107979,0.91401346,0.001527,293364.30,293362.54,1170.40,1131.62,no,yes
4841,-1.213011,0.22514348,-0.017155,293332.93,293393.49,2517.73,4311.76,no,yes
4842,1.716785,0.08603555,0.024279,293347.90,293312.27,1691.71,1201.99,no,yes
4843,0.677012,0.49840708,0.009574,293583.58,293551.95,3844.17,2655.38,no,yes
4844,-0.228100,0.81957063,-0.003226,293576.40,293586.70,3016.99,3364.18,no,yes
4845,-0.694410,0.48743326,-0.009820,293420.82,293441.32,2054.69,2119.75,no,yes
4846,1.124670,0.26074364,0.015905,293265.46,293236.92,2027.48,1526.08,no,yes
4847,0.270117,0.78707280,0.003820,293335.54,293331.54,1026.69,1066.37,no,yes
4848,-0.166784,0.86754144,-0.002359,293491.63,293497.01,2035.00,2499.25,no,yes
4849,0.614315,0.53901390,0.008688,293637.47,293616.23,2527.57,2356.99,no,yes
4850,-0.995782,0.31937133,-0.014082,293174.48,293194.28,960.58,1740.55,no,yes
4851,-1.503340,0.13276741,-0.021260,293392.58,293412.90,886.64,1019.98,no,yes
4852,-0.645876,0.51836681,-0.009134,293753.83,293762.46,926.43,963.30,no,yes
4853,-0.456611,0.64795562,-0.006457,293559.66,293572.69,1768.96,2239.67,no,yes
4854,-0.534145,0.59324725,-0.007554,293506.30,293516.11,1161.32,1424.37,no,yes
4855,-0.479912,0.63129525,-0.006787,293592.44,293609.51,2473.64,2554.29,no,yes
4856,0.309506,0.75694017,0.004377,293234.58,293230.43,889.44,1006.40,no,yes
4857,-0.119653,0.90475973,-0.001692,293422.42,293425.21,2050.77,1101.58,no,yes
4858,-0.348226,0.72767396,-0.004925,293557.42,293574.89,3357.92,3726.97,no,yes
4859,-0.858619,0.39056277,-0.012143,293387.47,293428.62,2670.60,3979.86,no,yes
4860,-0.191109,0.84844230,-0.002703,293193.35,293197.99,1617.40,1811.19,no,yes
4861,2.622813,0.00872790,0.037092,293378.57,293337.34,1266.66,930.72,yes,yes
4862,-0.405850,0.68485717,-0.005740,293464.16,293479.29,2633.90,2639.16,no,yes
4863,-0.783537,0.43332126,-0.011081,293558.43,293573.54,1286.13,1436.61,no,yes
4864,-0.425048,0.67080727,-0.006011,293247.11,293264.28,2174.34,3403.32,no,yes
4865,-0.257565,0.79674538,-0.003643,293555.44,293562.57,1873.87,2041.22,no,yes
4866,-0.857951,0.39093079,-0.012133,293533.03,293576.42,2918.86,4130.76,no,yes
4867,0.405351,0.68522394,0.005733,293282.08,293270.84,2012.93,1907.51,no,yes
4868,0.383141,0.70161965,0.005418,293311.26,293299.28,2183.18,2238.21,no,yes
4869,0.345478,0.72973894,0.004886,293499.41,293481.39,3815.44,3555.14,no,yes
4870,0.051775,0.95870851,0.000732,294147.53,294146.82,968.47,962.66,no,yes
4871,-0.315960,0.75203650,-0.004468,293286.77,293297.78,2114.82,2771.25,no,yes
4872,0.054614,0.95644635,0.000772,293489.07,293487.34,1963.55,2479.14,no,yes
4873,1.755001,0.07928306,0.024819,293230.55,293181.49,2616.03,984.88,no,yes
4874,-0.592742,0.55336075,-0.008383,293308.63,293318.98,1058.23,1389.36,no,yes
4875,0.728742,0.46616804,0.010306,293494.98,293483.88,1077.27,1075.35,no,yes
4876,0.538241,0.59041774,0.007612,293541.91,293531.71,1624.55,976.08,no,yes
4877,0.147331,0.88287272,0.002084,293302.93,293297.74,2144.18,2792.57,no,yes
4878,1.653121,0.09832808,0.023379,293448.98,293391.97,3109.67,1491.09,no,yes
4879,0.534501,0.59300135,0.007559,293425.98,293412.61,2059.90,1419.12,no,yes
4880,0.180393,0.85684560,0.002551,293443.25,293434.24,3858.44,3173.05,no,yes
4881,1.341736,0.17969836,0.018975,293681.34,293613.11,4126.61,2971.07,no,yes
4882,0.553097,0.58020373,0.007822,293284.29,293254.19,4272.16,3372.45,no,yes
4883,0.710876,0.47716989,0.010053,293421.65,293410.90,1169.80,958.37,no,yes
4884,-0.028853,0.97698205,-0.000408,293641.12,293642.36,2968.63,3088.83,no,yes
4885,-0.587997,0.55654097,-0.008316,293544.98,293553.08,973.89,973.29,no,yes
4886,-0.042976,0.96572087,-0.000608,293428.59,293430.24,2106.88,3230.99,no,yes
4887,0.816572,0.41418341,0.011548,294795.38,294773.21,2135.63,1677.23,no,yes
4888,-0.419617,0.67477013,-0.005934,293485.33,293491.89,1108.10,1103.39,no,yes
4889,-1.214598,0.22453670,-0.017177,293385.57,293442.78,2465.12,4013.70,no,yes
4890,-0.047353,0.96223238,-0.000670,293576.20,293577.23,1578.75,1494.43,no,yes
4891,1.027119,0.30437665,0.014526,293572.68,293543.45,2023.66,2000.44,no,yes
4892,-0.828481,0.40740906,-0.011716,293369.73,293385.10,1107.77,1488.31,no,yes
4893,0.254890,0.79881071,0.003605,293265.42,293258.37,1842.12,2061.30,no,yes
4894,-1.109123,0.26739099,-0.015685,293399.83,293415.90,896.87,1137.91,no,yes
4895,-0.272361,0.78534839,-0.003852,293581.16,293595.75,2387.00,4796.38,no,yes
4896,0.380727,0.70340981,0.005384,293503.99,293492.19,2370.70,1997.14,no,yes
4897,-0.210332,0.83341078,-0.002975,293321.82,293333.47,2955.89,4685.87,no,yes
4898,0.659549,0.50955111,0.009327,293473.32,293455.79,1788.65,1966.11,no,yes
4899,1.140905,0.25392339,0.016135,293318.35,293262.98,3607.72,3246.42,no,yes
4900,-0.141169,0.88773800,-0.001996,293610.63,293616.44,2543.00,3242.02,no,yes
4901,0.105546,0.91594342,0.001493,302579.67,302575.14,3127.39,2942.63,no,yes
4902,-0.360806,0.71824901,-0.005103,293371.73,293386.66,2375.52,3388.50,no,yes
4903,2.091797,0.03647022,0.029582,293326.32,293295.57,1176.79,881.60,yes,yes
4904,0.662814,0.50745714,0.009374,303642.66,303358.35,30602.53,30055.85,no,yes
4905,-0.133546,0.89376264,-0.001889,307153.23,307216.99,33619.54,33898.53,no,yes
4906,0.426062,0.67006770,0.006025,305018.00,304776.42,45415.95,33947.07,no,yes
4907,0.914053,0.36070012,0.012927,295764.34,295605.05,12714.09,11919.15,no,yes
4908,1.070129,0.28457676,0.015134,293251.73,293222.39,2346.03,1419.66,no,yes
4909,-0.598892,0.54925240,-0.008470,293328.52,293359.31,3067.92,4126.36,no,yes
4910,-1.003800,0.31548966,-0.014196,293576.45,293610.70,1788.79,2906.53,no,yes
4911,-0.250145,0.80247805,-0.003538,293790.37,293819.47,8119.20,8330.69,no,yes
4912,-0.421419,0.67345357,-0.005960,293634.58,293654.76,3342.59,3431.33,no,yes
4913,1.223084,0.22132111,0.017297,293291.38,293250.99,3116.26,1090.47,no,yes
4914,1.663032,0.09632217,0.023519,293244.03,293217.98,1190.90,1018.33,no,yes
4915,1.277942,0.20128696,0.018073,293351.21,293300.20,3314.27,2224.39,no,yes
4916,-1.826359,0.06781886,-0.025829,293571.08,293657.30,1770.53,4376.49,no,yes
4917,-0.551077,0.58158730,-0.007793,293281.57,293305.42,2755.34,3336.86,no,yes
4918,-0.100989,0.91956013,-0.001428,293499.67,293505.80,4219.49,4362.29,no,yes
4919,-0.185837,0.85257499,-0.002628,293418.39,293423.28,1389.22,2231.62,no,yes
4920,0.493275,0.62182350,0.006976,293590.57,293582.45,1216.98,1107.88,no,yes
4921,0.873500,0.38240236,0.012353,293574.63,293536.39,3585.88,2511.14,no,yes
4922,0.742820,0.45759919,0.010505,293430.16,293418.64,1097.59,1095.87,no,yes
4923,0.933918,0.35035950,0.013208,293364.11,293326.20,3429.91,2169.77,no,yes
4924,-0.097931,0.92198778,-0.001385,293624.28,293629.54,3753.57,3830.82,no,yes
4925,0.625911,0.53138034,0.008852,298533.62,298514.79,2286.63,1953.69,no,yes
4926,-0.116177,0.90751376,-0.001643,361906.63,361910.41,2078.93,2496.72,no,yes
4927,1.080533,0.27991842,0.015281,293287.66,293263.20,1739.00,1449.30,no,yes
4928,0.754822,0.45036652,0.010675,293316.97,293283.76,3722.69,2344.92,no,yes
4929,0.533226,0.59388378,0.007541,293338.50,293328.02,1578.52,1169.45,no,yes
4930,1.395493,0.16288460,0.019735,293847.54,293808.97,2278.41,1564.73,no,yes
4931,-0.042722,0.96592342,-0.000604,296602.03,296605.90,6675.38,6123.06,no,yes
4932,0.301805,0.76280424,0.004268,293534.46,293515.37,4661.03,4273.83,no,yes
4933,-0.686461,0.49243299,-0.009708,293550.68,293566.02,1005.25,1996.30,no,yes
4934,0.605645,0.54475728,0.008565,293470.41,293445.04,3166.92,2742.17,no,yes
4935,-0.009312,0.99256998,-0.000132,293567.57,293567.80,1695.92,1737.46,no,yes
4936,-0.188494,0.85049102,-0.002666,293500.34,293507.98,2886.57,2846.17,no,yes
4937,-0.107551,0.91435283,-0.001521,293470.33,293471.96,1037.78,1106.03,no,yes
4938,-0.562308,0.57391236,-0.007952,293196.46,293206.10,1115.55,1299.91,no,yes
4939,0.695298,0.48687667,0.009833,293640.92,293604.67,3715.88,3657.73,no,yes
4940,0.009735,0.99223254,0.000138,293409.70,293409.56,943.59,1100.12,no,yes
4941,0.109011,0.91319523,0.001542,293232.84,293230.10,1874.37,1673.70,no,yes
4942,1.891277,0.05860266,0.026747,293587.27,293559.70,1145.12,902.03,no,yes
4943,-0.299079,0.76488272,-0.004230,293478.53,293498.14,4559.40,4712.09,no,yes
4944,0.264968,0.79103720,0.003747,293426.66,293419.91,1961.53,1623.90,no,yes
4945,-0.317115,0.75116013,-0.004485,293617.05,293639.12,4067.94,5647.04,no,yes
4946,1.256242,0.20904323,0.017766,293617.54,293596.85,1229.99,1096.15,no,yes
4947,-0.104551,0.91673326,-0.001479,293768.22,293773.83,3856.95,3730.40,no,yes
4948,1.730798,0.08350372,0.024477,293342.19,293316.69,1130.64,944.20,no,yes
4949,0.044269,0.96469030,0.000626,293332.82,293332.19,962.24,1050.34,no,yes
4950,-0.723428,0.46942844,-0.010231,293319.67,293344.76,1551.30,3102.50,no,yes
4951,-1.091891,0.27489670,-0.015442,293544.98,293562.54,845.21,1367.77,no,yes
4952,-0.187193,0.85151135,-0.002647,293240.28,293245.76,1933.54,2191.65,no,yes
4953,-0.357273,0.72089124,-0.005053,293339.18,293351.54,2224.18,2650.75,no,yes
4954,-0.078637,0.93732239,-0.001112,293372.13,293374.28,1285.75,2421.10,no,yes
4955,-0.191355,0.84824920,-0.002706,293451.17,293456.72,1944.50,2154.73,no,yes
4956,0.024307,0.98060812,0.000344,293521.15,293520.00,3548.68,3135.27,no,yes
4957,1.061268,0.28858106,0.015009,293394.57,293377.29,1223.99,1074.07,no,yes
4958,-0.181226,0.85619175,-0.002563,293457.63,293466.78,3524.28,3618.57,no,yes
4959,1.470344,0.14148995,0.020794,293227.37,293189.28,2313.32,1165.77,no,yes
4960,-0.135418,0.89228263,-0.001915,293611.02,293619.67,3957.37,5013.41,no,yes
4961,-0.029080,0.97680130,-0.000411,293258.19,293258.77,1144.56,1594.64,no,yes
4962,0.359410,0.71929354,0.005083,299123.60,299114.14,2303.22,1273.31,no,yes
4963,-0.692243,0.48879312,-0.009790,293384.90,293395.94,1089.49,1164.06,no,yes
4964,0.465242,0.64176423,0.006580,293444.75,293434.26,1939.79,1148.02,no,yes
4965,-0.035141,0.97196742,-0.000497,293268.06,293268.55,1063.07,911.08,no,yes
4966,-2.173973,0.02972885,-0.030745,293317.90,293426.64,979.55,4905.31,yes,yes
4967,1.544798,0.12241162,0.021847,293396.72,293374.56,1120.72,894.53,no,yes
4968,0.734120,0.46288468,0.010382,293529.98,293512.14,1851.13,1575.16,no,yes
4969,-1.072683,0.28342729,-0.015170,293246.43,293267.14,1144.19,1555.07,no,yes
4970,0.813415,0.41599025,0.011503,293596.71,293581.97,1360.75,1196.77,no,yes
4971,-0.059933,0.95220938,-0.000848,293293.39,293296.24,3022.89,3665.20,no,yes
4972,0.299083,0.76487968,0.004230,293423.40,293413.06,2119.96,2729.36,no,yes
4973,1.146214,0.25172188,0.016210,293491.54,293473.03,1320.83,929.43,no,yes
4974,-0.369492,0.71176523,-0.005225,293475.26,293496.35,3961.70,4112.22,no,yes
4975,0.402962,0.68698109,0.005699,293544.11,293530.45,2797.58,1911.91,no,yes
4976,-0.587496,0.55687747,-0.008308,294531.53,294555.37,2581.29,3131.72,no,yes
4977,0.933388,0.35063142,0.013200,293492.10,293460.47,2578.05,2199.10,no,yes
4978,1.297471,0.19448885,0.018349,293572.54,293545.47,1844.95,975.55,no,yes
4979,0.083256,0.93364889,0.001177,293450.41,293446.63,3178.96,3250.15,no,yes
4980,0.876989,0.38050379,0.012402,303864.73,303845.16,1371.67,1760.68,no,yes
4981,1.346250,0.17823907,0.019039,293389.91,293359.73,1843.52,1276.08,no,yes
4982,-0.036492,0.97089061,-0.000516,293466.01,293466.64,1328.24,1085.62,no,yes
4983,-0.330691,0.74088140,-0.004677,293508.10,293520.51,2558.80,2746.11,no,yes
4984,-0.529073,0.59676096,-0.007482,293409.21,293433.51,2874.07,3582.59,no,yes
4985,-1.155154,0.24804340,-0.016336,293500.74,293556.09,2615.44,4015.45,no,yes
4986,0.388908,0.69734875,0.005500,293226.78,293211.97,3096.17,2219.22,no,yes
4987,0.899204,0.36855507,0.012717,293588.38,293573.77,1244.68,1044.58,no,yes
4988,-0.693645,0.48791307,-0.009810,293332.61,293342.37,981.88,1009.21,no,yes
4989,0.601813,0.54730547,0.008511,293626.82,293610.66,2088.16,1686.97,no,yes
4990,-2.399918,0.01641562,-0.033940,293278.30,293399.40,977.76,4950.29,yes,yes
4991,-0.564228,0.57260525,-0.007979,293674.01,293682.15,919.01,1112.92,no,yes
4992,1.066823,0.28606642,0.015087,293472.26,293432.07,3128.10,2100.18,no,yes
4993,0.375890,0.70700303,0.005316,293451.93,293439.21,2661.99,2089.53,no,yes
4994,0.279073,0.78019236,0.003947,293394.32,293389.31,1508.37,971.37,no,yes
4995,0.825001,0.40938158,0.011667,293769.73,293723.98,4470.43,3282.82,no,yes
4996,-0.027083,0.97839405,-0.000383,294619.32,294619.70,1013.96,952.14,no,yes
4997,-0.005213,0.99584071,-0.000074,302045.28,302048.96,49881.45,49922.18,no,yes
4998,-0.533373,0.59378170,-0.007543,293577.75,293592.00,1718.76,2045.22,no,yes
4999,-0.160173,0.87274675,-0.002265,293320.23,293322.32,910.60,941.01,no,yes
5000,-0.223423,0.82320915,-0.003160,293456.10,293464.10,1939.94,3007.37,no,yes
5001,0.729785,0.46553037,0.010321,293588.06,293576.60,1133.07,1087.93,no,yes
5002,0.038736,0.96910105,0.000548,293249.15,293248.43,1264.20,1355.54,no,yes
5003,-0.078841,0.93715970,-0.001115,293362.36,293364.61,2362.08,1610.11,no,yes
5004,0.496048,0.61986573,0.007015,293591.23,293575.43,2259.51,2244.03,no,yes
5005,0.248449,0.80378957,0.003514,293310.83,293304.23,1928.28,1823.97,no,yes
5006,0.847296,0.39684291,0.011983,293589.59,293552.18,3805.53,2237.90,no,yes
5007,0.114101,0.90915876,0.001614,293478.60,293476.88,1162.33,959.73,no,yes
5008,-1.483932,0.13784408,-0.020986,293416.95,293445.56,1153.77,1545.07,no,yes
5009,1.236633,0.21623781,0.017489,293253.41,293234.52,1120.45,1037.81,no,yes
5010,-0.296723,0.76668105,-0.004196,293225.58,293230.74,1400.02,1033.73,no,yes
5011,-0.722115,0.47023243,-0.010212,293403.05,293415.13,1108.58,1252.77,no,yes
5012,0.376511,0.70654133,0.005325,293243.51,293232.41,2097.75,2069.60,no,yes
5013,-0.097073,0.92266933,-0.001373,294187.51,294191.87,3180.39,3173.68,no,yes
5014,0.896210,0.37015225,0.012674,293408.31,293395.82,1104.93,850.38,no,yes
5015,0.852491,0.39395352,0.012056,293497.84,293456.19,4091.98,2669.90,no,yes
5016,-0.140564,0.88821573,-0.001988,293493.45,293501.60,4034.44,4167.11,no,yes
5017,-0.192472,0.84737471,-0.002722,293285.41,293294.02,3346.53,2973.57,no,yes
5018,-1.430282,0.15265836,-0.020227,293368.56,293421.39,1550.44,3352.39,no,yes
5019,-0.938587,0.34795603,-0.013274,293541.33,293580.93,2306.74,3532.24,no,yes
5020,0.573062,0.56660924,0.008104,293618.81,293593.37,3296.35,2972.69,no,yes
5021,-2.300379,0.02144160,-0.032532,293183.71,293242.23,1031.94,2325.17,yes,yes
5022,0.490291,0.62393316,0.006934,293557.01,293547.49,1413.32,1331.92,no,yes
5023,0.747574,0.45472769,0.010572,293236.78,293221.57,1744.76,1046.47,no,yes
5024,-0.123941,0.90136309,-0.001753,293487.87,293492.06,2555.47,2219.85,no,yes
5025,-1.272051,0.20337480,-0.017990,293566.67,293617.74,1814.04,3581.62,no,yes
5026,0.077344,0.93835099,0.001094,293488.33,293486.98,1215.59,1249.34,no,yes
5027,-1.061351,0.28854316,-0.015010,293468.56,293483.18,923.00,1022.63,no,yes
5028,0.967922,0.33309490,0.013688,293250.08,293233.92,1196.85,1163.40,no,yes
5029,0.081442,0.93509105,0.001152,293566.48,293562.88,3097.92,3141.73,no,yes
5030,0.472366,0.63667068,0.006680,293488.11,293480.16,1133.19,1246.53,no,yes
5031,0.306536,0.75920002,0.004335,293401.55,293393.54,2032.33,1639.27,no,yes
5032,0.616058,0.53786340,0.008712,293325.45,293289.99,4215.69,3918.43,no,yes
5033,0.129840,0.89669431,0.001836,293219.79,293216.36,1998.24,1724.49,no,yes
5034,-0.912998,0.36125562,-0.012912,293590.45,293628.82,2444.09,3419.14,no,yes
5035,0.342831,0.73172909,0.004848,293636.54,293625.90,2468.10,1878.62,no,yes
5036,1.392578,0.16377157,0.019694,293355.58,293298.63,3824.10,1448.42,no,yes
5037,0.199030,0.84224111,0.002815,293367.22,293360.93,2095.32,2365.52,no,yes
