run,t_stat,p_value,cohens_d,fixed_mean_ns,random_mean_ns,fixed_std_ns,random_std_ns,significant,negligible
4459,-0.167071,0.86731608,-0.002363,293335.11,293337.30,908.51,942.67,no,yes
4460,0.189047,0.85005776,0.002674,293591.98,293580.98,4192.53,4035.92,no,yes
4461,0.464178,0.64252553,0.006564,293269.67,293257.64,1503.35,2110.27,no,yes
4462,0.413114,0.67952794,0.005842,293700.11,293676.91,4610.61,3207.54,no,yes
4463,1.702138,0.08874610,0.024072,293479.49,293455.46,1117.88,862.28,no,yes
4464,-4.182270,0.00002899,-0.059146,299457.01,299645.13,2853.98,3476.70,yes,yes
4465,0.450370,0.65244857,0.006369,293638.29,293621.30,2732.71,2600.23,no,yes
4466,0.144266,0.88529187,0.002040,293441.75,293439.21,1422.49,1044.63,no,yes
4467,0.420280,0.67428563,0.005944,293492.38,293486.12,1072.50,1033.45,no,yes
4468,0.965659,0.33422677,0.013656,293444.16,293425.64,1410.45,1298.45,no,yes
4469,-0.145151,0.88459345,-0.002053,293162.17,293166.47,1973.95,2205.19,no,yes
4470,1.282030,0.19984793,0.018131,293206.25,293188.23,1108.85,863.95,no,yes
4471,1.179395,0.23825943,0.016679,294752.66,294697.03,4176.69,2192.28,no,yes
4472,-0.704352,0.48122306,-0.009961,299611.69,299632.94,1685.57,2502.40,no,yes
4473,0.449314,0.65321018,0.006354,293619.21,293602.00,2936.53,2459.14,no,yes
4474,0.300464,0.76382681,0.004249,296325.54,296317.99,2001.32,1516.38,no,yes
4475,0.329015,0.74214766,0.004653,293488.98,293477.10,2290.83,2791.85,no,yes
4476,-0.117344,0.90658838,-0.001659,293169.42,293171.07,1015.75,972.57,no,yes
4477,1.153159,0.24885953,0.016308,293281.58,293244.04,2525.01,2054.68,no,yes
4478,0.317497,0.75086998,0.004490,293518.39,293506.00,2607.73,2900.77,no,yes
4479,0.044241,0.96471282,0.000626,293476.26,293474.86,2163.14,2302.29,no,yes
4480,0.882909,0.37729609,0.012486,293302.58,293286.30,1352.02,1254.44,no,yes
4481,-0.141310,0.88762676,-0.001998,293552.95,293556.72,1951.37,1816.08,no,yes
4482,0.706509,0.47988207,0.009992,293448.05,293432.33,1917.51,1128.03,no,yes
4483,-0.197229,0.84365088,-0.002789,293518.98,293523.24,1779.31,1219.64,no,yes
4484,-0.411240,0.68090085,-0.005816,293794.67,293835.27,6413.19,7505.24,no,yes
4485,0.568333,0.56981596,0.008037,293252.47,293229.58,3249.41,2379.22,no,yes
4486,-0.416024,0.67739710,-0.005883,293399.45,293406.38,1124.04,1228.28,no,yes
4487,0.918899,0.35815964,0.012995,293426.05,293411.49,1149.34,1089.22,no,yes
4488,-0.148312,0.88209769,-0.002097,293374.46,293381.37,3158.54,3420.23,no,yes
4489,1.703672,0.08845881,0.024094,295020.95,294990.38,1407.35,1113.82,no,yes
4490,-0.039421,0.96855513,-0.000557,293544.12,293544.75,1123.76,1135.24,no,yes
4491,1.025751,0.30502153,0.014506,293466.79,293451.22,1162.38,976.04,no,yes
4492,-0.462703,0.64358244,-0.006544,293599.25,293611.16,1762.88,1874.71,no,yes
4493,0.504109,0.61419020,0.007129,293420.09,293404.25,2418.37,2006.98,no,yes
4494,-0.487461,0.62593670,-0.006894,293470.16,293477.14,1002.63,1021.18,no,yes
4495,-0.305678,0.75985279,-0.004323,293404.36,293410.07,1314.02,1327.99,no,yes
4496,-0.952752,0.34072733,-0.013474,293420.80,293442.00,1501.23,1642.24,no,yes
4497,-0.085132,0.93215763,-0.001204,293484.17,293492.36,6984.35,6613.57,no,yes
4498,-0.216432,0.82865404,-0.003061,293384.63,293393.01,2002.57,3314.40,no,yes
4499,-0.613809,0.53934845,-0.008681,293522.44,293529.91,796.64,918.51,no,yes
4500,-0.879330,0.37923742,-0.012436,293212.83,293232.34,936.99,2011.49,no,yes
4501,0.988659,0.32284219,0.013982,293530.77,293517.51,1037.27,850.00,no,yes
4502,-0.740420,0.45905420,-0.010471,293522.20,293535.52,1218.39,1325.08,no,yes
4503,0.381381,0.70292470,0.005394,293575.05,293561.74,2239.04,2678.73,no,yes
4504,0.089209,0.92891698,0.001262,293428.51,293425.54,2630.56,2037.35,no,yes
4505,0.780048,0.43537196,0.011032,293354.63,293345.51,884.74,765.92,no,yes
4506,-0.067381,0.94627934,-0.000953,293190.63,293191.76,1218.46,1150.58,no,yes
4507,1.297133,0.19460199,0.018344,293507.51,293489.40,1143.27,800.98,no,yes
4508,1.220944,0.22212172,0.017267,307201.62,307160.77,2448.80,2279.42,no,yes
4509,-0.003608,0.99712146,-0.000051,293508.28,293508.36,1440.10,1686.16,no,yes
4510,0.273530,0.78444844,0.003868,293359.05,293354.99,1104.43,990.88,no,yes
4511,0.829029,0.40710104,0.011724,293337.00,293290.78,4898.76,2660.66,no,yes
4512,-0.519272,0.60357681,-0.007344,293489.79,293521.76,4130.12,4567.75,no,yes
4513,0.739592,0.45955628,0.010459,293429.45,293413.64,1600.83,1417.45,no,yes
4514,-0.272044,0.78559086,-0.003847,293295.39,293300.28,1245.39,1299.92,no,yes
4515,-0.126684,0.89919180,-0.001792,293208.51,293210.60,1111.99,1208.43,no,yes
4516,-0.504762,0.61373176,-0.007138,293304.97,293311.34,853.54,929.50,no,yes
4517,-0.022720,0.98187388,-0.000321,293292.00,293293.33,3880.54,4403.99,no,yes
4518,-1.813838,0.06972068,-0.025652,293573.11,293606.43,965.67,1562.41,no,yes
4519,0.487342,0.62602167,0.006892,293394.18,293378.36,2472.79,2105.53,no,yes
4520,-0.376697,0.70640335,-0.005327,293182.19,293188.73,1074.33,1361.76,no,yes
4521,-0.402412,0.68738496,-0.005691,293482.80,293491.55,1620.54,1451.99,no,yes
4522,1.365190,0.17221273,0.019307,293555.89,293502.05,3439.88,1928.18,no,yes
4523,0.028994,0.97686970,0.000410,293246.84,293245.65,2206.44,3485.27,no,yes
4524,-1.286047,0.19844557,-0.018187,293271.75,293298.44,1017.15,1808.64,no,yes
4525,1.420244,0.15555238,0.020085,293485.44,293463.20,1175.60,1034.49,no,yes
4526,-0.207345,0.83574278,-0.002932,293813.44,293817.60,1213.69,1595.76,no,yes
4527,0.446393,0.65531808,0.006313,301096.97,301085.76,1643.90,1898.69,no,yes
4528,-0.181135,0.85626364,-0.002562,293341.21,293344.60,1588.58,991.86,no,yes
4529,-0.705046,0.48078957,-0.009971,293385.69,293396.19,1040.07,1064.66,no,yes
4530,-0.307645,0.75835581,-0.004351,293551.25,293561.33,2072.75,2539.44,no,yes
4531,0.824748,0.40952434,0.011664,293316.50,293304.12,1101.95,1018.30,no,yes
4532,-0.269268,0.78772644,-0.003808,293442.91,293454.75,3103.80,3115.32,no,yes
4533,-0.714619,0.47485327,-0.010106,293181.08,293190.76,856.61,1050.13,no,yes
4534,-0.232964,0.81579210,-0.003295,293459.77,293471.57,3308.35,3837.95,no,yes
4535,1.294141,0.19563523,0.018302,293313.09,293279.44,2241.14,1318.11,no,yes
4536,0.457279,0.64747582,0.006467,293232.00,293221.02,1390.08,1956.58,no,yes
4537,1.051829,0.29289085,0.014875,293381.58,293363.78,1234.21,1158.97,no,yes
4538,1.470925,0.14132722,0.020802,293380.68,293355.03,1245.91,1219.49,no,yes
4539,0.432594,0.66531472,0.006118,293552.23,293529.82,3712.95,3613.23,no,yes
4540,-0.573276,0.56646460,-0.008107,293227.98,293239.88,1252.60,1654.56,no,yes
4541,0.709556,0.47798918,0.010035,293649.60,293620.34,3490.11,2198.39,no,yes
4542,-0.245691,0.80592432,-0.003475,293310.82,293316.31,1954.19,1088.20,no,yes
4543,-0.007543,0.99398162,-0.000107,301153.03,301153.27,2281.44,2332.28,no,yes
4544,-0.483672,0.62862522,-0.006840,293303.32,293320.67,1826.16,3086.38,no,yes
4545,0.395033,0.69282310,0.005587,293414.88,293403.03,2217.96,2017.36,no,yes
4546,0.814912,0.41513405,0.011525,293467.65,293437.18,3154.54,2006.32,no,yes
4547,-0.295625,0.76751943,-0.004181,293477.06,293490.33,3223.47,3125.27,no,yes
4548,-0.121893,0.90298535,-0.001724,293418.19,293421.41,1801.79,1921.50,no,yes
4549,0.176159,0.86017156,0.002491,293441.20,293437.32,1131.40,1885.40,no,yes
4550,0.367819,0.71301191,0.005202,293262.13,293246.61,2936.24,3032.28,no,yes
4551,-0.586672,0.55743061,-0.008297,293439.47,293465.39,2888.74,3342.84,no,yes
4552,-0.124249,0.90111950,-0.001757,293506.86,293510.82,2165.40,2338.14,no,yes
4553,0.486354,0.62672176,0.006878,293393.45,293381.31,1830.14,1698.12,no,yes
4554,-1.006016,0.31442251,-0.014227,293276.86,293321.40,2348.94,3752.03,no,yes
4555,-0.031981,0.97448741,-0.000452,293551.44,293552.21,1634.39,1776.45,no,yes
4556,1.060963,0.28871981,0.015004,391003.17,390950.83,3792.89,3154.31,no,yes
4557,-0.224695,0.82221883,-0.003178,293441.38,293447.41,1827.02,1963.00,no,yes
4558,0.083437,0.93350527,0.001180,293306.03,293302.53,2830.59,3089.65,no,yes
4559,-0.426605,0.66967158,-0.006033,293562.71,293569.95,1054.06,1332.17,no,yes
4560,-2.200193,0.02781046,-0.031115,293338.91,293433.68,1618.57,3991.28,yes,yes
4561,-0.240719,0.80977523,-0.003404,293255.25,293261.52,1748.56,1933.28,no,yes
4562,-0.055967,0.95536884,-0.000791,293325.56,293326.34,994.96,990.65,no,yes
4563,0.590081,0.55514439,0.008345,293464.28,293448.01,2310.87,1504.66,no,yes
4564,-1.797697,0.07224618,-0.025423,293375.85,293466.59,2163.60,4560.74,no,yes
4565,-0.277777,0.78118615,-0.003928,293267.35,293277.04,2488.52,2442.27,no,yes
4566,0.068862,0.94510032,0.000974,293590.17,293588.33,1806.84,1976.39,no,yes
4567,0.004561,0.99636087,0.000065,293527.99,293527.92,1118.48,1135.62,no,yes
4568,-0.852427,0.39398856,-0.012055,293253.41,293301.06,3222.83,4568.08,no,yes
4569,1.126522,0.25995975,0.015931,293407.99,293367.46,2930.41,2086.73,no,yes
4570,0.802564,0.42223634,0.011350,293663.86,293623.21,3569.85,3592.43,no,yes
4571,0.162177,0.87116812,0.002294,293505.64,293503.48,957.89,920.59,no,yes
4572,0.705302,0.48063157,0.009974,293413.32,293400.06,1540.25,1076.66,no,yes
4573,-0.680654,0.49609854,-0.009626,293416.68,293427.65,1187.20,1090.66,no,yes
4574,-0.045908,0.96338407,-0.000649,293353.53,293354.65,1558.91,1887.10,no,yes
4575,-1.561838,0.11834686,-0.022088,293754.86,293807.33,1580.32,2964.12,no,yes
4576,0.099974,0.92036574,0.001414,293198.44,293196.90,996.85,1165.16,no,yes
4577,1.276591,0.20176363,0.018054,293688.51,293651.72,2395.17,1602.30,no,yes
4578,-1.193915,0.23252910,-0.016885,293375.59,293420.95,1865.69,3309.51,no,yes
4579,-0.978792,0.32769495,-0.013842,293525.78,293537.41,771.30,904.35,no,yes
4580,1.193306,0.23276564,0.016876,293611.60,293568.08,3012.94,2055.40,no,yes
4581,1.401560,0.16106234,0.019821,293452.31,293427.96,1279.27,1175.24,no,yes
4582,1.514261,0.12997537,0.021415,293249.21,293226.27,1086.31,1056.48,no,yes
4583,1.651645,0.09862319,0.023358,293558.32,293532.93,1185.10,979.20,no,yes
4584,-0.068442,0.94543427,-0.000968,293350.22,293352.28,2295.16,1941.71,no,yes
4585,0.339493,0.73424215,0.004801,293517.50,293505.35,2991.29,1968.71,no,yes
4586,0.081313,0.93519365,0.001150,293461.13,293457.19,3440.69,3402.33,no,yes
4587,-0.450712,0.65220204,-0.006374,293418.12,293425.67,1134.84,1230.36,no,yes
4588,-0.743079,0.45744477,-0.010509,361868.24,361896.18,1881.51,3254.50,no,yes
4589,-0.271215,0.78622824,-0.003836,293599.86,293613.18,3271.03,3667.21,no,yes
4590,-0.229691,0.81833429,-0.003248,293728.91,293734.74,1684.71,1901.67,no,yes
4591,-0.556465,0.57789992,-0.007870,293312.66,293323.82,1198.74,1608.84,no,yes
4592,-0.064107,0.94888590,-0.000907,293236.92,293238.58,1963.86,1673.09,no,yes
4593,0.724424,0.46881501,0.010245,293571.95,293561.08,1218.04,877.80,no,yes
4594,0.218301,0.82719652,0.003087,293529.78,293510.51,6352.02,6126.05,no,yes
4595,0.125055,0.90048115,0.001769,293593.24,293589.13,2006.00,2602.63,no,yes
4596,0.365109,0.71503419,0.005163,299161.44,299156.58,986.72,896.06,no,yes
4597,1.215868,0.22404988,0.017195,293234.34,293213.94,1247.01,1122.41,no,yes
4598,0.235930,0.81348961,0.003337,293916.61,293895.18,6537.98,6303.56,no,yes
4599,-0.251596,0.80135611,-0.003558,293505.55,293510.96,1493.29,1547.90,no,yes
4600,0.669089,0.50344661,0.009462,293223.40,293213.50,1076.52,1015.00,no,yes
4601,-0.981080,0.32656651,-0.013875,293230.74,293267.50,2124.95,3085.31,no,yes
4602,-0.101789,0.91892525,-0.001440,294069.36,294072.67,2122.46,2465.20,no,yes
4603,-0.328478,0.74255428,-0.004645,301349.48,301363.80,2598.05,3499.94,no,yes
4604,0.682044,0.49521897,0.009646,293344.29,293333.64,1085.70,1122.94,no,yes
4605,-0.823641,0.41015482,-0.011648,293673.65,293704.82,2049.86,3182.07,no,yes
4606,-0.262580,0.79287674,-0.003713,293664.60,293673.78,2502.41,2440.92,no,yes
4607,-0.898511,0.36892531,-0.012707,293263.40,293286.41,1436.32,2119.96,no,yes
4608,0.205672,0.83704932,0.002909,293309.28,293306.06,1125.72,1092.18,no,yes
4609,-0.309625,0.75684951,-0.004379,293452.90,293463.68,2084.67,2788.93,no,yes
4610,0.287121,0.77402275,0.004061,293458.53,293449.06,2334.26,2326.83,no,yes
4611,-0.022941,0.98169735,-0.000324,293533.28,293534.20,3065.80,2534.12,no,yes
4612,-0.200299,0.84124868,-0.002833,302580.52,302592.60,3739.69,4730.39,no,yes
4613,0.097167,0.92259444,0.001374,293707.11,293701.90,3477.61,4075.36,no,yes
4614,-0.043286,0.96547390,-0.000612,293568.40,293569.37,1481.28,1687.05,no,yes
4615,-0.374063,0.70836136,-0.005290,293468.28,293475.83,1395.93,1460.00,no,yes
4616,0.601888,0.54725567,0.008512,293204.72,293195.27,1110.81,1109.28,no,yes
4617,1.979396,0.04778902,0.027993,293325.59,293283.32,1870.66,1030.57,yes,yes
4618,-0.567929,0.57008953,-0.008032,293568.33,293580.12,1349.54,1577.43,no,yes
4619,-1.226173,0.22015693,-0.017341,293391.73,293429.69,1008.27,2926.89,no,yes
4620,1.616672,0.10596792,0.022863,293528.44,293457.85,3697.29,2322.17,no,yes
4621,-0.276339,0.78229025,-0.003908,293546.48,293551.17,1101.72,1291.09,no,yes
4622,-0.155580,0.87636589,-0.002200,293569.56,293574.62,2232.16,2362.25,no,yes
4623,0.168923,0.86585920,0.002389,293527.32,293523.50,1423.19,1755.18,no,yes
4624,-0.146425,0.88358722,-0.002071,293545.83,293548.11,1174.40,1022.44,no,yes
4625,1.001045,0.31681737,0.014157,293540.36,293527.67,967.92,819.51,no,yes
4626,1.824736,0.06805620,0.025806,293257.75,293226.94,1286.01,1093.50,no,yes
4627,-0.545776,0.58522698,-0.007718,293521.04,293551.53,3142.76,4619.67,no,yes
4628,-0.732156,0.46408190,-0.010354,293407.94,293419.72,1065.90,1203.66,no,yes
4629,0.092733,0.92611683,0.001311,293540.59,293537.78,2205.85,2067.52,no,yes
4630,-0.330327,0.74115616,-0.004672,293629.67,293645.69,3501.21,3355.68,no,yes
4631,0.226614,0.82072614,0.003205,293389.50,293375.99,4065.86,4361.71,no,yes
4632,-0.336223,0.73670647,-0.004755,293264.04,293268.54,967.31,926.76,no,yes
4633,-0.308955,0.75736022,-0.004369,293516.78,293530.29,2078.84,3848.54,no,yes
4634,-0.858233,0.39077592,-0.012137,293637.64,293682.39,2764.28,4421.28,no,yes
4635,-0.233801,0.81514165,-0.003306,293205.04,293213.20,2433.07,2504.52,no,yes
4636,0.040622,0.96759804,0.000574,309012.60,309009.06,6323.40,5972.57,no,yes
4637,-0.078000,0.93782890,-0.001103,293232.86,293235.48,2522.33,2221.34,no,yes
4638,-0.967918,0.33310182,-0.013688,293499.63,293523.13,1011.47,2206.65,no,yes
4639,0.456475,0.64805359,0.006456,293307.28,293288.99,3210.49,2398.08,no,yes
4640,-1.121925,0.26190906,-0.015866,293665.60,293687.16,1152.95,1537.88,no,yes
4641,0.736393,0.46150043,0.010414,293429.40,293419.19,955.62,1004.92,no,yes
4642,0.622217,0.53380601,0.008799,293261.84,293236.09,3047.92,2799.96,no,yes
4643,0.220030,0.82585016,0.003112,293366.49,293360.91,1934.74,1637.45,no,yes
4644,1.246798,0.21248700,0.017632,293443.45,293416.30,1720.98,1334.78,no,yes
4645,-0.667199,0.50465321,-0.009436,293390.75,293400.36,907.47,1119.21,no,yes
4646,-0.191136,0.84842075,-0.002703,293558.32,293570.02,4020.38,4617.09,no,yes
4647,0.808304,0.41892550,0.011431,293661.06,293626.45,3299.93,2727.73,no,yes
4648,-0.289442,0.77224652,-0.004093,298721.93,298739.60,3641.35,4897.05,no,yes
4649,0.363644,0.71612782,0.005143,293454.10,293441.34,2869.47,2022.81,no,yes
4650,0.525504,0.59923872,0.007432,293637.50,293623.81,1856.50,1827.94,no,yes
4651,1.163083,0.24481441,0.016448,293314.38,293259.63,4184.47,2156.25,no,yes
4652,0.745560,0.45594383,0.010544,293682.89,293648.68,3924.87,2375.10,no,yes
4653,0.057536,0.95411842,0.000814,302829.61,302824.48,6271.50,6343.20,no,yes
4654,0.227719,0.81986708,0.003220,293606.91,293597.27,3180.52,2791.89,no,yes
4655,-1.465776,0.14273203,-0.020729,293368.54,293401.33,921.49,2038.77,no,yes
4656,-0.287382,0.77382314,-0.004064,293367.83,293371.54,849.95,971.04,no,yes
4657,-0.278388,0.78071722,-0.003937,293263.28,293275.53,3101.18,3126.25,no,yes
4658,0.427792,0.66880703,0.006050,293362.52,293347.63,2316.09,2596.55,no,yes
4659,1.092559,0.27460146,0.015451,293496.00,293474.38,1577.43,1195.40,no,yes
4660,0.596306,0.55097756,0.008433,293222.11,293207.51,1850.12,1603.13,no,yes
4661,-0.200906,0.84077389,-0.002841,390958.03,390967.17,2938.69,3476.35,no,yes
4662,0.312991,0.75429045,0.004426,293528.76,293522.45,1395.79,1453.68,no,yes
4663,0.883447,0.37700656,0.012494,293285.65,293263.21,2083.60,1453.34,no,yes
4664,-0.321985,0.74746752,-0.004554,293289.08,293299.67,2110.69,2522.24,no,yes
4665,1.232104,0.21792461,0.017425,293574.03,293546.78,1517.39,1609.50,no,yes
4666,0.377178,0.70604590,0.005334,293450.57,293436.51,2947.71,2283.80,no,yes
4667,0.022802,0.98180848,0.000322,293534.06,293533.49,1852.64,1638.18,no,yes
4668,-0.439815,0.66007617,-0.006220,293406.01,293422.24,2265.18,2913.33,no,yes
4669,0.448828,0.65356085,0.006347,307246.02,307221.11,4147.81,3685.37,no,yes
4670,0.197929,0.84310293,0.002799,293447.89,293444.23,1295.30,1319.82,no,yes
4671,-0.466859,0.64060612,-0.006602,293329.07,293343.54,2397.86,1962.07,no,yes
4672,-1.072239,0.28363203,-0.015164,293213.01,293248.93,1288.26,3092.70,no,yes
4673,0.065182,0.94803002,0.000922,293353.03,293348.89,5047.77,3867.15,no,yes
4674,1.139395,0.25455209,0.016113,293223.84,293208.15,1005.37,940.08,no,yes
4675,0.420477,0.67414178,0.005946,303364.30,303350.43,2607.44,2019.65,no,yes
4676,0.997279,0.31864139,0.014104,293233.60,293218.64,1089.06,1031.98,no,yes
4677,0.003292,0.99737307,0.000047,361912.66,361912.52,3226.29,3046.66,no,yes
4678,-0.005012,0.99600074,-0.000071,293467.01,293467.14,1594.94,2001.99,no,yes
4679,-0.413178,0.67948107,-0.005843,293218.18,293226.07,1225.20,1465.48,no,yes
4680,-0.078213,0.93765966,-0.001106,293544.84,293546.12,1159.33,1158.74,no,yes
4681,2.209381,0.02716523,0.031245,293381.19,293266.08,4827.26,1960.64,yes,yes
4682,-1.412680,0.15777105,-0.019978,293191.46,293254.18,1967.07,3980.38,no,yes
4683,1.893297,0.05833861,0.026775,293459.71,293378.48,3877.53,1836.73,no,yes
4684,-0.162150,0.87118914,-0.002293,293635.20,293642.29,3532.34,2578.51,no,yes
4685,0.626249,0.53116067,0.008856,293376.64,293350.32,3626.69,2122.64,no,yes
4686,0.849652,0.39553042,0.012016,293531.69,293510.65,2085.52,1335.18,no,yes
4687,-0.502219,0.61551988,-0.007102,293355.92,293370.39,1671.88,2345.60,no,yes
4688,-0.175683,0.86054501,-0.002485,293551.30,293553.41,784.80,909.60,no,yes
4689,0.223874,0.82285798,0.003166,293167.61,293164.59,953.21,956.23,no,yes
4690,-0.960915,0.33660761,-0.013589,293332.85,293350.74,1080.09,1515.72,no,yes
4691,0.731628,0.46440551,0.010347,293255.41,293233.30,2475.41,1732.81,no,yes
4692,-0.326453,0.74408521,-0.004617,293395.50,293401.00,1172.10,1208.22,no,yes
4693,1.662981,0.09633214,0.023518,293663.15,293629.60,1523.01,1322.96,no,yes
4694,1.672860,0.09437856,0.023658,293279.97,293216.10,3539.64,1431.00,no,yes
4695,-0.065107,0.94808954,-0.000921,293828.61,293834.71,6436.55,6807.23,no,yes
4696,-0.018394,0.98532511,-0.000260,293574.64,293575.13,1877.97,1948.03,no,yes
4697,-0.405816,0.68488215,-0.005739,293401.07,293407.26,1147.09,1008.75,no,yes
4698,0.340949,0.73314535,0.004822,293301.57,293291.04,2178.06,2188.97,no,yes
4699,1.814517,0.06961835,0.025661,293564.73,293474.27,4450.56,2246.53,no,yes
4700,0.398731,0.69009640,0.005639,293280.85,293267.15,2814.52,1967.48,no,yes
4701,1.156154,0.24763452,0.016350,293247.40,293218.28,2131.35,1342.82,no,yes
4702,0.511459,0.60903545,0.007233,293604.20,293595.70,1223.10,1124.20,no,yes
4703,-0.698224,0.48504563,-0.009874,293433.12,293451.03,1625.73,1984.28,no,yes
4704,-0.064331,0.94870765,-0.000910,293577.31,293579.37,2576.19,1881.71,no,yes
4705,-0.577945,0.56330747,-0.008173,361835.04,361860.32,3055.16,3132.10,no,yes
4706,-1.554627,0.12005211,-0.021986,293417.34,293444.11,1026.04,1382.57,no,yes
4707,-0.775563,0.43801818,-0.010968,293280.87,293315.28,2315.49,3785.49,no,yes
4708,0.725307,0.46827493,0.010257,293265.66,293248.51,2104.74,1078.46,no,yes
4709,0.203543,0.83871282,0.002879,296219.68,296214.87,1964.02,1320.34,no,yes
4710,0.079396,0.93671870,0.001123,293351.15,293349.81,1228.92,1151.31,no,yes
4711,0.203641,0.83863609,0.002880,293435.56,293429.77,2032.74,1989.57,no,yes
4712,0.753736,0.45101687,0.010659,293508.52,293474.31,3231.98,3187.88,no,yes
4713,-0.107378,0.91448995,-0.001519,293672.49,293674.07,1119.91,959.16,no,yes
4714,-0.120950,0.90373203,-0.001710,293276.23,293277.99,1101.93,952.91,no,yes
4715,0.863223,0.38802534,0.012208,293637.01,293608.42,2485.53,2188.08,no,yes
4716,0.596969,0.55053486,0.008442,293653.10,293623.69,3565.72,3398.23,no,yes
4717,-0.395750,0.69229384,-0.005597,293214.87,293231.41,3209.91,2679.11,no,yes
4718,0.609562,0.54215920,0.008621,293404.53,293394.63,1235.53,1054.34,no,yes
4719,2.332230,0.01970647,0.032983,293429.54,293320.13,4574.06,1042.29,yes,yes
4720,-0.087727,0.93009454,-0.001241,293593.00,293595.39,1965.43,1874.39,no,yes
4721,-0.818484,0.41309175,-0.011575,361922.64,361970.80,3404.73,4798.67,no,yes
4722,-2.310681,0.02086764,-0.032678,293348.22,293442.58,1178.30,3909.98,yes,yes
4723,-0.514613,0.60682943,-0.007278,293365.52,293381.00,2116.88,2137.20,no,yes
4724,1.820527,0.06869387,0.025746,293264.29,293233.28,1255.06,1151.74,no,yes
4725,0.313265,0.75408226,0.004430,293422.18,293417.47,1094.86,1034.23,no,yes
4726,1.125470,0.26041247,0.015917,293539.95,293508.89,2632.38,828.33,no,yes
4727,1.449895,0.14711059,0.020505,293347.92,293319.33,1800.96,801.59,no,yes
4728,-0.403483,0.68659762,-0.005706,293351.17,293369.74,2942.45,3539.59,no,yes
4729,-0.276984,0.78179545,-0.003917,293414.52,293419.27,1224.77,1204.78,no,yes
4730,1.479192,0.13911271,0.020919,293557.47,293519.02,2399.75,999.11,no,yes
4731,3.003703,0.00267216,0.042479,293411.74,293340.10,2211.01,894.51,yes,yes
4732,-1.103478,0.26983511,-0.015606,293409.08,293452.77,2135.86,3334.58,no,yes
4733,0.678898,0.49721074,0.009601,293473.36,293461.71,1290.07,1131.61,no,yes
4734,-0.349970,0.72636506,-0.004949,293251.82,293257.06,874.12,1214.36,no,yes
4735,0.056627,0.95484251,0.000801,293436.26,293435.08,1359.96,1579.99,no,yes
4736,-0.340021,0.73384430,-0.004809,293421.85,293430.56,2046.62,1538.01,no,yes
4737,0.659869,0.50934536,0.009332,293344.08,293334.14,1046.32,1083.96,no,yes
4738,1.059602,0.28933842,0.014985,301229.72,301213.91,1059.18,1051.57,no,yes
4739,0.604049,0.54581841,0.008543,293499.64,293480.18,2507.30,2023.06,no,yes
4740,-0.777586,0.43682257,-0.010997,293489.86,293512.29,1789.03,2262.95,no,yes
4741,0.121834,0.90303186,0.001723,293378.88,293374.81,2155.54,2545.89,no,yes
4742,0.449411,0.65314029,0.006356,293480.06,293455.28,4082.97,3705.68,no,yes
4743,-0.662365,0.50774530,-0.009367,293541.88,293551.71,980.38,1114.42,no,yes
4744,1.340955,0.17995403,0.018964,293290.69,293261.45,1879.27,1104.65,no,yes
4745,-0.414768,0.67831643,-0.005866,293748.58,293772.75,3469.90,4682.67,no,yes
4746,0.805483,0.42055104,0.011391,293308.52,293295.87,1238.95,966.22,no,yes
4747,-1.273342,0.20291749,-0.018008,293184.25,293211.40,899.91,1932.40,no,yes
4748,-0.030263,0.97585752,-0.000428,293480.50,293480.96,1023.05,1112.54,no,yes
4749,-0.762471,0.44578809,-0.010783,293242.55,293266.11,2119.58,2248.32,no,yes
4750,-0.634570,0.52571736,-0.008974,293337.66,293365.66,2480.58,3649.88,no,yes
4751,-0.917146,0.35908005,-0.012970,302305.23,302341.27,1958.99,3406.76,no,yes
4752,-0.254919,0.79878809,-0.003605,293422.30,293426.22,1107.55,1067.72,no,yes
4753,-0.872922,0.38271588,-0.012345,293320.12,293333.15,1043.47,1067.29,no,yes
4754,-0.381903,0.70253706,-0.005401,293456.99,293471.91,2592.71,2922.66,no,yes
4755,0.628283,0.52982554,0.008885,293508.42,293500.42,934.57,865.70,no,yes
4756,0.318603,0.75003130,0.004506,293326.87,293321.23,1323.55,1176.69,no,yes
4757,0.644658,0.51915628,0.009117,293473.83,293463.46,1134.69,1139.38,no,yes
4758,0.185806,0.85259909,0.002628,293834.19,293817.50,6517.06,6183.42,no,yes
4759,-0.023085,0.98158242,-0.000326,293688.34,293689.24,2818.11,2715.80,no,yes
4760,-1.320930,0.18654047,-0.018681,293332.44,293353.61,1019.01,1236.66,no,yes
4761,0.627099,0.53060426,0.008869,293197.02,293185.08,1701.71,853.81,no,yes
4762,-0.071266,0.94318647,-0.001008,293461.26,293464.86,3167.10,3937.67,no,yes
4763,0.553638,0.57983317,0.007830,293586.67,293575.36,1335.39,1545.79,no,yes
4764,0.193633,0.84646497,0.002738,293343.15,293340.33,1078.92,980.83,no,yes
4765,1.149568,0.25033582,0.016257,293385.01,293368.19,1011.52,1057.46,no,yes
4766,0.327681,0.74315669,0.004634,293691.01,293672.49,4236.38,3742.61,no,yes
4767,-0.068096,0.94571012,-0.000963,293412.34,293413.34,1051.36,1020.22,no,yes
4768,-0.165338,0.86867988,-0.002338,293584.15,293588.53,1750.21,1992.65,no,yes
4769,0.237868,0.81198603,0.003364,293814.24,293790.30,7468.85,6749.64,no,yes
